TAG0031	1121259.3	1194	-	-	-	-	-	-	-	-	-	-	-
TAG0032	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632348.3;632516.3;632518.3	1201	2187	153	2719	2857_2607	259_0220	2194_2053	512_0468	-	375_0346	2075_2004	2119_1985
TAG0033	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1203	2184	149	2716	2851_2603	262_0223	2188_2047	519_0474	2488_2298	377_0348	2079_2008	2115_1982
TAG0034	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1212	2173	144	2707	2842_2595	271_0232	2179_2039	529_0483	2479_2290	385_0356	2087_2016	2103_1972
TAG0035	1121259.3	1220	-	-	-	-	-	-	-	-	-	-	-
TAG0036	1121259.3;1214564.3;1387557.3;31899.10;351627.8;632292.3;632348.3;632518.3	1238	368	-	2643	2806_2561	823_0717	-	580_0533	-	432_0404	-	2046_1923
TAG0037	1121259.3;31899.10;608506.3;632348.3;632518.3	1247	-	-	-	2798_2553	-	2150_2011	-	-	440_0412	-	2039_1916
TAG0038	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632516.3;632518.3	1276	1405	829	2615	2758	1372	2117	611	429	-	2189	2009
TAG0039	1121259.3	1282	-	-	-	-	-	-	-	-	-	-	-
TAG0040	1121259.3	1288	-	-	-	-	-	-	-	-	-	-	-
TAG0041	1121259.3	1312	-	-	-	-	-	-	-	-	-	-	-
TAG0042	1121259.3	1315	-	-	-	-	-	-	-	-	-	-	-
TAG0043	1121259.3	1317	-	-	-	-	-	-	-	-	-	-	-
TAG0044	1121259.3	1321	-	-	-	-	-	-	-	-	-	-	-
TAG0045	1121259.3	1336	-	-	-	-	-	-	-	-	-	-	-
TAG0046	1121259.3	1351	-	-	-	-	-	-	-	-	-	-	-
TAG0047	1121259.3;632292.3	1357	-	-	-	-	-	-	218	-	-	-	-
TAG0048	1121259.3;632335.8	1359	-	-	-	-	-	-	-	2557	-	-	-
TAG0049	1121259.3;632348.3	1374	-	-	-	-	-	-	-	-	216	-	-
TAG0050	1121259.3;632516.3	1380	-	-	-	-	-	-	-	-	-	932_0885	-
TAG0051	1121259.3	1381	-	-	-	-	-	-	-	-	-	-	-
TAG0052	1121259.3	1383	-	-	-	-	-	-	-	-	-	-	-
TAG0053	1121259.3	1384	-	-	-	-	-	-	-	-	-	-	-
TAG0054	1121259.3	1386	-	-	-	-	-	-	-	-	-	-	-
TAG0055	1121259.3	1387	-	-	-	-	-	-	-	-	-	-	-
TAG0056	1121259.3	1388	-	-	-	-	-	-	-	-	-	-	-
TAG0057	1121259.3	1389	-	-	-	-	-	-	-	-	-	-	-
TAG0058	1121259.3	1390	-	-	-	-	-	-	-	-	-	-	-
TAG0059	1121259.3	1391	-	-	-	-	-	-	-	-	-	-	-
TAG0060	1121259.3	1392	-	-	-	-	-	-	-	-	-	-	-
TAG0061	1121259.3	1393	-	-	-	-	-	-	-	-	-	-	-
TAG0062	1121259.3	1394	-	-	-	-	-	-	-	-	-	-	-
TAG0063	1121259.3	1410	-	-	-	-	-	-	-	-	-	-	-
TAG0064	1121259.3	1426	-	-	-	-	-	-	-	-	-	-	-
TAG0065	1121259.3	1428	-	-	-	-	-	-	-	-	-	-	-
TAG0066	1121259.3;31899.10	1447	-	-	-	171	-	-	-	-	-	-	-
TAG0067	1121259.3;632518.3	1449	-	-	-	-	-	-	-	-	-	-	2341_2184
TAG0068	1121259.3	1451	-	-	-	-	-	-	-	-	-	-	-
TAG0069	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3	1456	1178	2544	"2786,94"	178_0106	588_0511	2399_2232	2637_2510	77_0050	2595_2459	486_0467	-
TAG0070	1121259.3;632292.3	1462	-	-	-	-	-	-	736_0678	-	-	-	-
TAG0071	1121259.3	1463	-	-	-	-	-	-	-	-	-	-	-
TAG0072	1121259.3	1470	-	-	-	-	-	-	-	-	-	-	-
TAG0073	1121259.3	1472	-	-	-	-	-	-	-	-	-	-	-
TAG0074	1121259.3	1473	-	-	-	-	-	-	-	-	-	-	-
TAG0075	1121259.3	1474	-	-	-	-	-	-	-	-	-	-	-
TAG0076	1121259.3	1475	-	-	-	-	-	-	-	-	-	-	-
TAG0077	1121259.3	1478	-	-	-	-	-	-	-	-	-	-	-
TAG0078	1121259.3;632335.8	1479	-	-	-	-	-	-	-	2788	-	-	-
TAG0079	1121259.3	1490	-	-	-	-	-	-	-	-	-	-	-
TAG0080	1121259.3;351627.8;608506.3	1491	-	-	-	-	43	2482	-	-	-	-	-
TAG0081	1121259.3	1492	-	-	-	-	-	-	-	-	-	-	-
TAG0082	1121259.3	1493	-	-	-	-	-	-	-	-	-	-	-
TAG0083	1121259.3	1494	-	-	-	-	-	-	-	-	-	-	-
TAG0084	1121259.3	1495	-	-	-	-	-	-	-	-	-	-	-
TAG0085	1121259.3	1496	-	-	-	-	-	-	-	-	-	-	-
TAG0086	1121259.3	1500	-	-	-	-	-	-	-	-	-	-	-
TAG0087	1121259.3	1504	-	-	-	-	-	-	-	-	-	-	-
TAG0088	1121259.3;1214564.3;1387555.3;31899.10;351627.8	1505	1789	179	-	"2874_2622,477_0348"	2642_2450	-	-	-	-	-	-
TAG0089	1121259.3;632335.8	1516	-	-	-	-	-	-	-	217	-	-	-
TAG0090	1121259.3	1517	-	-	-	-	-	-	-	-	-	-	-
TAG0091	1121259.3;608506.3;632335.8;632516.3	1518	-	-	-	-	-	2417	-	2746	-	458	-
TAG0092	1121259.3	1519	-	-	-	-	-	-	-	-	-	-	-
TAG0093	1121259.3	1520	-	-	-	-	-	-	-	-	-	-	-
TAG0094	1121259.3	1521	-	-	-	-	-	-	-	-	-	-	-
TAG0095	1121259.3	1522	-	-	-	-	-	-	-	-	-	-	-
TAG0096	1121259.3	1523	-	-	-	-	-	-	-	-	-	-	-
TAG0097	1121259.3	1524	-	-	-	-	-	-	-	-	-	-	-
TAG0098	1121259.3	1525	-	-	-	-	-	-	-	-	-	-	-
TAG0099	1121259.3	1534	-	-	-	-	-	-	-	-	-	-	-
TAG0100	1121259.3	1535	-	-	-	-	-	-	-	-	-	-	-
TAG0101	1121259.3	1546	-	-	-	-	-	-	-	-	-	-	-
TAG0102	1121259.3	1556	-	-	-	-	-	-	-	-	-	-	-
TAG0103	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	1561	1307	378	248	362_0236	2998_2770	2522_2323	2749_2615	2909_2625	2741_2577	376_0376	2422_2258
TAG0104	1121259.3	1569	-	-	-	-	-	-	-	-	-	-	-
TAG0105	1121259.3	1582	-	-	-	-	-	-	-	-	-	-	-
TAG0106	1121259.3	1585	-	-	-	-	-	-	-	-	-	-	-
TAG0107	1121259.3	1590	-	-	-	-	-	-	-	-	-	-	-
TAG0108	1121259.3;1387557.3	1591	-	-	722	-	-	-	-	-	-	-	-
TAG0109	1121259.3	1592	-	-	-	-	-	-	-	-	-	-	-
TAG0110	1121259.3	1593	-	-	-	-	-	-	-	-	-	-	-
TAG0111	1121259.3;1387555.3;1387557.3;31899.10;351627.8;632292.3;632335.8;632348.3;632516.3;632518.3	1618	-	204	749	"715_0558,951_0781"	216_0182	-	2252_2149	"1942_1801,313_0265"	"2242_2127,2435_2314"	"1750_1684,1865_1797"	419_0376
TAG0112	1121259.3	1660	-	-	-	-	-	-	-	-	-	-	-
TAG0113	1121259.3;632292.3	1662	-	-	-	-	-	-	2203_2104	-	-	-	-
TAG0114	1121259.3	1663	-	-	-	-	-	-	-	-	-	-	-
TAG0115	1121259.3;31899.10	1664	-	-	-	2068	-	-	-	-	-	-	-
TAG0116	1121259.3	1665	-	-	-	-	-	-	-	-	-	-	-
TAG0117	1121259.3	1666	-	-	-	-	-	-	-	-	-	-	-
TAG0118	1121259.3	1677	-	-	-	-	-	-	-	-	-	-	-
TAG0119	1121259.3	1678	-	-	-	-	-	-	-	-	-	-	-
TAG0120	1121259.3	1680	-	-	-	-	-	-	-	-	-	-	-
TAG0121	1121259.3;632292.3	1720	-	-	-	-	-	-	1162	-	-	-	-
TAG0122	1121259.3	1725	-	-	-	-	-	-	-	-	-	-	-
TAG0123	1121259.3;608506.3	1726	-	-	-	-	-	1005_0923	-	-	-	-	-
TAG0124	1121259.3	1728	-	-	-	-	-	-	-	-	-	-	-
TAG0125	1121259.3	1729	-	-	-	-	-	-	-	-	-	-	-
TAG0126	1121259.3;608506.3	1730	-	-	-	-	-	1004_0922	-	-	-	-	-
TAG0127	1121259.3	1731	-	-	-	-	-	-	-	-	-	-	-
TAG0128	1121259.3	1732	-	-	-	-	-	-	-	-	-	-	-
TAG0129	1121259.3	1733	-	-	-	-	-	-	-	-	-	-	-
TAG0130	1121259.3;608506.3;632516.3	1735	-	-	-	-	-	1006_0924	-	-	-	1826_1758	-
TAG0131	1121259.3	1736	-	-	-	-	-	-	-	-	-	-	-
TAG0132	1121259.3;1387555.3	1738	-	1804	-	-	-	-	-	-	-	-	-
TAG0133	1121259.3	1739	-	-	-	-	-	-	-	-	-	-	-
TAG0134	1121259.3	1744	-	-	-	-	-	-	-	-	-	-	-
TAG0135	1121259.3	1772	-	-	-	-	-	-	-	-	-	-	-
TAG0136	1121259.3	1777	-	-	-	-	-	-	-	-	-	-	-
TAG0137	1121259.3	1870	-	-	-	-	-	-	-	-	-	-	-
TAG0138	1121259.3	1876	-	-	-	-	-	-	-	-	-	-	-
TAG0139	1121259.3	1877	-	-	-	-	-	-	-	-	-	-	-
TAG0140	1121259.3;632335.8	1885	-	-	-	-	-	-	-	452	-	-	-
TAG0141	1121259.3	191	-	-	-	-	-	-	-	-	-	-	-
TAG0142	1121259.3;608506.3	1915	-	-	-	-	-	2069	-	-	-	-	-
TAG0143	1121259.3	1944	-	-	-	-	-	-	-	-	-	-	-
TAG0144	1121259.3;1214564.3;1387557.3;351627.8;632292.3;632335.8;632516.3;632518.3	198	"1227,254"	-	1596	-	2099_1919	-	1456_1370	"1036_0927,1468_1346,739"	-	2307_2222	"1231_1146,797_0732"
TAG0145	1121259.3	201	-	-	-	-	-	-	-	-	-	-	-
TAG0146	1121259.3	2018	-	-	-	-	-	-	-	-	-	-	-
TAG0147	1121259.3	2027	-	-	-	-	-	-	-	-	-	-	-
TAG0148	1121259.3;608506.3	2032	-	-	-	-	-	1082	-	-	-	-	-
TAG0149	1121259.3;1214564.3	2049	2064	-	-	-	-	-	-	-	-	-	-
TAG0150	1121259.3;1387555.3;1387557.3;31899.10;632292.3;632335.8;632348.3;632516.3	2054	-	1240	1849	2107_1888	-	-	1233_1151	1746_1615	1193_1125	1576_1516	-
TAG0151	1121259.3	2059	-	-	-	-	-	-	-	-	-	-	-
TAG0152	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;632292.3;632335.8;632348.3;632516.3;632518.3	206	2417	1551	1607	1860_1649	"2107_1927,551_0478"	-	1445_1359	1487_1365	1414_1334	154_0153	1244_1159
TAG0153	1121259.3	2060	-	-	-	-	-	-	-	-	-	-	-
TAG0154	1121259.3;1387555.3;1387557.3;351627.8;608506.3;632292.3;632348.3	2061	-	429	340	-	2746_2547	81_0077	67_0061	-	77_0073	-	-
TAG0155	1121259.3;608506.3	2064	-	-	-	-	-	84	-	-	-	-	-
TAG0156	1121259.3	2069	-	-	-	-	-	-	-	-	-	-	-
TAG0157	1121259.3	2070	-	-	-	-	-	-	-	-	-	-	-
TAG0158	1121259.3;632292.3;632348.3	2074	-	-	-	-	-	-	79_0072	-	92_0089	-	-
TAG0159	1121259.3;632292.3	2080	-	-	-	-	-	-	87_0080	-	-	-	-
TAG0160	1121259.3;632292.3;632348.3	2082	-	-	-	-	-	-	89_0082	-	103_0099	-	-
TAG0161	1121259.3;632292.3;632348.3	2083	-	-	-	-	-	-	90_0083	-	104_0100	-	-
TAG0162	1121259.3	2086	-	-	-	-	-	-	-	-	-	-	-
TAG0163	1121259.3	2087	-	-	-	-	-	-	-	-	-	-	-
TAG0164	1121259.3;1214564.3;1387557.3;351627.8;632292.3;632348.3	2093	1523	-	353	-	2713_2516	-	98_0091	-	112_0108	-	-
TAG0165	1121259.3	2096	-	-	-	-	-	-	-	-	-	-	-
TAG0166	1121259.3	2097	-	-	-	-	-	-	-	-	-	-	-
TAG0167	1121259.3	2098	-	-	-	-	-	-	-	-	-	-	-
TAG0168	1121259.3	2099	-	-	-	-	-	-	-	-	-	-	-
TAG0169	1121259.3;632292.3	2101	-	-	-	-	-	-	724_0669	-	-	-	-
TAG0170	1121259.3	2117	-	-	-	-	-	-	-	-	-	-	-
TAG0171	1121259.3;1214564.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632518.3	"2111,2119"	2019	-	363	491_0361	2702_2505	"105_0097,114_0105"	"114_0107,124_0115"	2649_2434	134_0129	-	59_0056
TAG0172	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2127	1483	49	2828	2977_2719	400_0345	2325_2160	132_0123	628_0561	144_0137	"1898_1830,2762_2682"	2282_2129
TAG0173	1121259.3	2134	-	-	-	-	-	-	-	-	-	-	-
TAG0174	1121259.3;1387555.3;1387557.3;632335.8	2148	-	651	2697	-	-	-	-	2659_2443	-	-	-
TAG0175	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;632292.3;632335.8;632516.3	2150	462	1186	1979	405_0276	2439_2257	-	17_0015	"2406_2223,62_0039"	-	471_0453	-
TAG0176	1121259.3	2151	-	-	-	-	-	-	-	-	-	-	-
TAG0177	1121259.3	2152	-	-	-	-	-	-	-	-	-	-	-
TAG0178	1121259.3	2164	-	-	-	-	-	-	-	-	-	-	-
TAG0179	1121259.3;1387555.3;632335.8;632348.3;632516.3;632518.3	2165	-	999	-	-	-	-	-	"120_0089,1674_1546"	835_0785	"1129_1069,520_0499"	1745_1646
TAG0180	1121259.3	2168	-	-	-	-	-	-	-	-	-	-	-
TAG0181	1121259.3	2171	-	-	-	-	-	-	-	-	-	-	-
TAG0182	1121259.3	2174	-	-	-	-	-	-	-	-	-	-	-
TAG0183	1121259.3	2175	-	-	-	-	-	-	-	-	-	-	-
TAG0184	1121259.3	218	-	-	-	-	-	-	-	-	-	-	-
TAG0185	1121259.3	2188	-	-	-	-	-	-	-	-	-	-	-
TAG0186	1121259.3	2195	-	-	-	-	-	-	-	-	-	-	-
TAG0187	1121259.3;1387557.3	2196	-	-	684	-	-	-	-	-	-	-	-
TAG0188	1121259.3	2208	-	-	-	-	-	-	-	-	-	-	-
TAG0189	1121259.3;632292.3	2214	-	-	-	-	-	-	59	-	-	-	-
TAG0190	1121259.3	2225	-	-	-	-	-	-	-	-	-	-	-
TAG0191	1121259.3	2231	-	-	-	-	-	-	-	-	-	-	-
TAG0192	1121259.3	2232	-	-	-	-	-	-	-	-	-	-	-
TAG0193	1121259.3	2233	-	-	-	-	-	-	-	-	-	-	-
TAG0194	1121259.3	2234	-	-	-	-	-	-	-	-	-	-	-
TAG0195	1121259.3;31899.10;608506.3;632516.3	2235	-	-	-	441_0314	-	60_0058	-	-	-	1387_1327	-
TAG0196	1121259.3	2266	-	-	-	-	-	-	-	-	-	-	-
TAG0197	1121259.3	2267	-	-	-	-	-	-	-	-	-	-	-
TAG0198	1121259.3	2269	-	-	-	-	-	-	-	-	-	-	-
TAG0199	1121259.3	2270	-	-	-	-	-	-	-	-	-	-	-
TAG0200	1121259.3	2274	-	-	-	-	-	-	-	-	-	-	-
TAG0201	1121259.3	2278	-	-	-	-	-	-	-	-	-	-	-
TAG0202	1121259.3	2320	-	-	-	-	-	-	-	-	-	-	-
TAG0203	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	2330	1012	2262	1064	1253_1065	1061_0939	796_0723	1984_1893	2077_1918	1957_1859	598_0575	702_0640
TAG0204	1121259.3	2344	-	-	-	-	-	-	-	-	-	-	-
TAG0205	1121259.3	2368	-	-	-	-	-	-	-	-	-	-	-
TAG0206	1121259.3;1387555.3;1387557.3;31899.10;632335.8;632348.3;632516.3	2369	-	2295	1029	1217_1030	-	-	-	1474_1352	1991_1892	2479_2383	-
TAG0207	1121259.3;1387557.3;31899.10	2371	-	-	1167	1380_1189	-	-	-	-	-	-	-
TAG0208	1121259.3	2374	-	-	-	-	-	-	-	-	-	-	-
TAG0209	1121259.3	2377	-	-	-	-	-	-	-	-	-	-	-
TAG0210	1121259.3	2412	-	-	-	-	-	-	-	-	-	-	-
TAG0211	1121259.3	2415	-	-	-	-	-	-	-	-	-	-	-
TAG0212	1121259.3	2416	-	-	-	-	-	-	-	-	-	-	-
TAG0213	1121259.3	2417	-	-	-	-	-	-	-	-	-	-	-
TAG0214	1121259.3	2418	-	-	-	-	-	-	-	-	-	-	-
TAG0215	1121259.3	2419	-	-	-	-	-	-	-	-	-	-	-
TAG0216	1121259.3	2420	-	-	-	-	-	-	-	-	-	-	-
TAG0217	1121259.3	2421	-	-	-	-	-	-	-	-	-	-	-
TAG0218	1121259.3	2422	-	-	-	-	-	-	-	-	-	-	-
TAG0219	1121259.3	2423	-	-	-	-	-	-	-	-	-	-	-
TAG0220	1121259.3	2426	-	-	-	-	-	-	-	-	-	-	-
TAG0221	1121259.3	2428	-	-	-	-	-	-	-	-	-	-	-
TAG0222	1121259.3	2435	-	-	-	-	-	-	-	-	-	-	-
TAG0223	1121259.3	2440	-	-	-	-	-	-	-	-	-	-	-
TAG0224	1121259.3;632348.3	2445	-	-	-	-	-	-	-	-	609_0571	-	-
TAG0225	1121259.3;632348.3	2448	-	-	-	-	-	-	-	-	606_0568	-	-
TAG0226	1121259.3	2455	-	-	-	-	-	-	-	-	-	-	-
TAG0227	1121259.3	2458	-	-	-	-	-	-	-	-	-	-	-
TAG0228	1121259.3	2459	-	-	-	-	-	-	-	-	-	-	-
TAG0229	1121259.3	2460	-	-	-	-	-	-	-	-	-	-	-
TAG0230	1121259.3;632335.8;632516.3	2461	-	-	-	-	-	-	-	812_0715	-	1737_1671	-
TAG0231	1121259.3	2466	-	-	-	-	-	-	-	-	-	-	-
TAG0232	1121259.3	2467	-	-	-	-	-	-	-	-	-	-	-
TAG0233	1121259.3	2468	-	-	-	-	-	-	-	-	-	-	-
TAG0234	1121259.3	2469	-	-	-	-	-	-	-	-	-	-	-
TAG0235	1121259.3	2470	-	-	-	-	-	-	-	-	-	-	-
TAG0236	1121259.3	2471	-	-	-	-	-	-	-	-	-	-	-
TAG0237	1121259.3	2472	-	-	-	-	-	-	-	-	-	-	-
TAG0238	1121259.3	2473	-	-	-	-	-	-	-	-	-	-	-
TAG0239	1121259.3	2474	-	-	-	-	-	-	-	-	-	-	-
TAG0240	1121259.3;1214564.3;351627.8	2475	1370	-	-	-	1566_1412	-	-	-	-	-	-
TAG0241	1121259.3;1387555.3	2478	-	768	-	-	-	-	-	-	-	-	-
TAG0242	1121259.3	2479	-	-	-	-	-	-	-	-	-	-	-
TAG0243	1121259.3	2480	-	-	-	-	-	-	-	-	-	-	-
TAG0244	1121259.3	2483	-	-	-	-	-	-	-	-	-	-	-
TAG0245	1121259.3	2487	-	-	-	-	-	-	-	-	-	-	-
TAG0246	1121259.3	250	-	-	-	-	-	-	-	-	-	-	-
TAG0247	1121259.3	2511	-	-	-	-	-	-	-	-	-	-	-
TAG0248	1121259.3	2512	-	-	-	-	-	-	-	-	-	-	-
TAG0249	1121259.3	2513	-	-	-	-	-	-	-	-	-	-	-
TAG0250	1121259.3	2515	-	-	-	-	-	-	-	-	-	-	-
TAG0251	1121259.3	2517	-	-	-	-	-	-	-	-	-	-	-
TAG0252	1121259.3	2522	-	-	-	-	-	-	-	-	-	-	-
TAG0253	1121259.3	2523	-	-	-	-	-	-	-	-	-	-	-
TAG0254	1121259.3	2524	-	-	-	-	-	-	-	-	-	-	-
TAG0255	1121259.3	2525	-	-	-	-	-	-	-	-	-	-	-
TAG0256	1121259.3	2526	-	-	-	-	-	-	-	-	-	-	-
TAG0257	1121259.3	2527	-	-	-	-	-	-	-	-	-	-	-
TAG0258	1121259.3	2528	-	-	-	-	-	-	-	-	-	-	-
TAG0259	1121259.3;632348.3	2536	-	-	-	-	-	-	-	-	2347_2231	-	-
TAG0260	1121259.3	2537	-	-	-	-	-	-	-	-	-	-	-
TAG0261	1121259.3	2539	-	-	-	-	-	-	-	-	-	-	-
TAG0262	1121259.3	2540	-	-	-	-	-	-	-	-	-	-	-
TAG0263	1121259.3	2541	-	-	-	-	-	-	-	-	-	-	-
TAG0264	1121259.3	2542	-	-	-	-	-	-	-	-	-	-	-
TAG0265	1121259.3	2543	-	-	-	-	-	-	-	-	-	-	-
TAG0266	1121259.3	2544	-	-	-	-	-	-	-	-	-	-	-
TAG0267	1121259.3	2545	-	-	-	-	-	-	-	-	-	-	-
TAG0268	1121259.3	2546	-	-	-	-	-	-	-	-	-	-	-
TAG0269	1121259.3	2547	-	-	-	-	-	-	-	-	-	-	-
TAG0270	1121259.3;1214564.3;351627.8	2549	2454	-	-	-	2691_2495	-	-	-	-	-	-
TAG0271	1121259.3	2550	-	-	-	-	-	-	-	-	-	-	-
TAG0272	1121259.3	2551	-	-	-	-	-	-	-	-	-	-	-
TAG0273	1121259.3	2552	-	-	-	-	-	-	-	-	-	-	-
TAG0274	1121259.3	2553	-	-	-	-	-	-	-	-	-	-	-
TAG0275	1121259.3	2554	-	-	-	-	-	-	-	-	-	-	-
TAG0276	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;632348.3	2555	1188	452	"1008,2329"	193_0116	"2856_2643,579_0504"	-	-	-	2603_2466	-	-
TAG0277	1121259.3	2556	-	-	-	-	-	-	-	-	-	-	-
TAG0278	1121259.3;1387557.3	2558	-	-	995	-	-	-	-	-	-	-	-
TAG0279	1121259.3	2561	-	-	-	-	-	-	-	-	-	-	-
TAG0280	1121259.3	2562	-	-	-	-	-	-	-	-	-	-	-
TAG0281	1121259.3	2563	-	-	-	-	-	-	-	-	-	-	-
TAG0282	1121259.3;31899.10	2564	-	-	-	706	-	-	-	-	-	-	-
TAG0283	1121259.3	2572	-	-	-	-	-	-	-	-	-	-	-
TAG0284	1121259.3	2575	-	-	-	-	-	-	-	-	-	-	-
TAG0285	1121259.3;632335.8	2577	-	-	-	-	-	-	-	399	-	-	-
TAG0286	1121259.3	2579	-	-	-	-	-	-	-	-	-	-	-
TAG0287	1121259.3	2580	-	-	-	-	-	-	-	-	-	-	-
TAG0288	1121259.3	2581	-	-	-	-	-	-	-	-	-	-	-
TAG0289	1121259.3;632516.3	2582	-	-	-	-	-	-	-	-	-	642_0618	-
TAG0290	1121259.3	2585	-	-	-	-	-	-	-	-	-	-	-
TAG0291	1121259.3	314	-	-	-	-	-	-	-	-	-	-	-
TAG0292	1121259.3	315	-	-	-	-	-	-	-	-	-	-	-
TAG0293	1121259.3	32	-	-	-	-	-	-	-	-	-	-	-
TAG0294	1121259.3	352	-	-	-	-	-	-	-	-	-	-	-
TAG0295	1121259.3	353	-	-	-	-	-	-	-	-	-	-	-
TAG0296	1121259.3;351627.8;632292.3	357	-	-	-	-	303_0262	-	2376_2268	-	-	-	-
TAG0297	1121259.3;351627.8;632292.3	358	-	-	-	-	302_0261	-	2377_2269	-	-	-	-
TAG0298	1121259.3	372	-	-	-	-	-	-	-	-	-	-	-
TAG0299	1121259.3	407	-	-	-	-	-	-	-	-	-	-	-
TAG0300	1121259.3;1214564.3;1387555.3;1387557.3;31899.10;351627.8;608506.3;632292.3;632335.8;632348.3;632516.3;632518.3	414	2236	212	536	675_0527	208_0174	287_0263	2435_2325	303_0256	2443_2322	2577_2485	212_0193
TAG0301	1121259.3	417	-	-	-	-	-	-	-	-	-	-	-
TAG0302	1121259.3;1214564.3;632335.8;632516.3	420	2243	-	-	-	-	-	-	297_0252	-	2769_2692	-
TAG0303	1121259.3;632335.8;632516.3	422	-	-	-	-	-	-	-	293_0248	-	1676_1609	-
TAG0304	1121259.3	430	-	-	-	-	-	-	-	-	-	-	-
