fig|31899.10.peg.89|SAMN05216182_0021	WP_015908409.1	55.254	295	128	3	8	300	4	296	1.33e-113	331
fig|31899.10.peg.89|SAMN05216182_0021	WP_015906725.1	43.056	288	161	2	12	299	9	293	7.27e-77	236
fig|31899.10.peg.89|SAMN05216182_0021	WP_015908391.1	38.276	290	173	3	14	300	11	297	4.86e-65	206
fig|31899.10.peg.89|SAMN05216182_0021	WP_013429291.1	36.949	295	179	5	8	300	5	294	5.16e-59	190
fig|31899.10.peg.89|SAMN05216182_0021	WP_015908443.1	35.811	296	179	4	8	300	5	292	7.17e-53	174
fig|31899.10.peg.89|SAMN05216182_0021	WP_015907175.1	38.078	281	164	7	25	299	24	300	9.42e-52	172
fig|31899.10.peg.89|SAMN05216182_0021	WP_015907000.1	29.667	300	181	6	6	300	3	277	6.97e-28	107
fig|31899.10.peg.89|SAMN05216182_0021	WP_015908890.1	27.244	312	181	11	6	299	5	288	2.63e-21	87.8
fig|31899.10.peg.89|SAMN05216182_0021	WP_041727423.1	26.354	277	175	7	31	299	18	273	4.79e-21	87.0
fig|31899.10.peg.89|SAMN05216182_0021	WP_013431285.1	25.658	152	111	1	81	230	89	240	4.37e-17	75.9
fig|31899.10.peg.89|SAMN05216182_0021	WP_015908697.1	25.000	212	134	5	93	299	93	284	9.75e-17	75.1
fig|31899.10.peg.89|SAMN05216182_0021	WP_015906805.1	23.127	307	197	6	16	293	36	332	4.44e-15	70.9
fig|31899.10.peg.89|SAMN05216182_0021	WP_015908635.1	24.092	303	191	11	10	300	8	283	1.23e-12	63.5
fig|31899.10.peg.89|SAMN05216182_0021	WP_015907193.1	25.091	275	173	8	33	299	25	274	3.12e-12	62.0
fig|31899.10.peg.90|SAMN05216182_0022	WP_015908870.1	100.000	308	0	0	1	308	1	308	0.0	617
fig|31899.10.peg.90|SAMN05216182_0022	WP_015907393.1	58.882	304	125	0	4	307	9	312	8.87e-130	373
fig|31899.10.peg.90|SAMN05216182_0022	WP_015908410.1	53.872	297	136	1	4	300	2	297	6.55e-118	342
fig|31899.10.peg.90|SAMN05216182_0022	WP_015906724.1	48.208	307	157	2	2	308	14	318	4.93e-99	295
fig|31899.10.peg.90|SAMN05216182_0022	WP_015908444.1	42.244	303	173	1	1	303	17	317	3.46e-87	264
fig|31899.10.peg.90|SAMN05216182_0022	WP_015908656.1	43.493	292	162	2	14	303	23	313	3.66e-86	261
fig|31899.10.peg.90|SAMN05216182_0022	WP_015908392.1	38.411	302	184	1	2	303	12	311	2.06e-79	244
fig|31899.10.peg.90|SAMN05216182_0022	WP_015907174.1	34.304	309	200	2	2	308	6	313	6.64e-51	170
fig|31899.10.peg.90|SAMN05216182_0022	WP_013431286.1	28.873	284	184	8	24	301	19	290	2.25e-29	111
fig|31899.10.peg.90|SAMN05216182_0022	WP_015908698.1	31.206	282	175	9	24	299	18	286	3.68e-21	87.8
fig|31899.10.peg.90|SAMN05216182_0022	WP_015906999.1	27.536	207	143	5	20	225	15	215	8.27e-21	86.7
fig|31899.10.peg.90|SAMN05216182_0022	WP_015907192.1	25.926	243	169	4	58	298	54	287	2.45e-19	82.4
fig|31899.10.peg.90|SAMN05216182_0022	WP_015908891.1	26.159	302	191	10	24	306	14	302	7.97e-16	72.8
fig|31899.10.peg.90|SAMN05216182_0022	WP_015908636.1	24.713	174	129	1	57	230	179	350	1.10e-14	70.5
fig|31899.10.peg.90|SAMN05216182_0022	WP_013429600.1	27.700	213	143	7	24	233	28	232	6.94e-10	55.5
fig|31899.10.peg.91|SAMN05216182_0023	WP_015908871.1	100.000	548	0	0	1	548	1	548	0.0	1112
fig|31899.10.peg.91|SAMN05216182_0023	WP_015907390.1	45.063	557	282	12	7	548	9	556	1.35e-149	442
fig|31899.10.peg.91|SAMN05216182_0023	WP_015907392.1	39.286	560	316	14	2	547	3	552	6.02e-120	365
fig|31899.10.peg.91|SAMN05216182_0023	WP_015908408.1	36.315	559	335	14	6	548	11	564	3.06e-93	296
fig|31899.10.peg.91|SAMN05216182_0023	WP_015908655.1	24.641	418	276	11	3	398	8	408	6.80e-20	89.4
fig|31899.10.peg.91|SAMN05216182_0023	WP_015908393.1	23.622	381	262	9	26	388	29	398	1.68e-13	68.9
fig|31899.10.peg.91|SAMN05216182_0023	WP_015908442.1	23.604	394	262	14	14	389	11	383	3.66e-08	52.0
fig|31899.10.peg.92|SAMN05216182_0024	WP_015908872.1	100.000	328	0	0	1	328	1	328	0.0	686
fig|31899.10.peg.92|SAMN05216182_0024	WP_013430872.1	41.234	308	166	8	23	322	8	308	1.29e-68	217
fig|31899.10.peg.92|SAMN05216182_0024	WP_015907120.1	29.530	298	180	9	28	311	6	287	1.93e-33	123
fig|31899.10.peg.93|SAMN05216182_0025	WP_015908539.1	30.189	318	212	6	5	314	2	317	3.57e-36	131
fig|31899.10.peg.93|SAMN05216182_0025	WP_015907001.1	31.699	306	197	6	2	299	4	305	1.55e-35	130
fig|31899.10.peg.93|SAMN05216182_0025	WP_015908638.1	30.625	320	198	9	6	314	4	310	3.26e-34	126
fig|31899.10.peg.93|SAMN05216182_0025	WP_015908888.1	27.900	319	216	7	6	314	3	317	9.50e-26	102
fig|31899.10.peg.93|SAMN05216182_0025	WP_015906944.1	26.923	312	212	8	6	310	3	305	4.90e-25	99.8
fig|31899.10.peg.93|SAMN05216182_0025	WP_015907146.1	26.168	321	216	8	6	316	3	312	2.50e-23	94.7
fig|31899.10.peg.93|SAMN05216182_0025	WP_015908428.1	25.078	319	211	10	6	310	7	311	1.31e-20	87.0
fig|31899.10.peg.93|SAMN05216182_0025	WP_015908561.1	28.856	201	125	5	123	311	147	341	2.77e-16	75.1
fig|31899.10.peg.94|SAMN05216182_0026	WP_015908874.1	100.000	390	0	0	1	390	1	390	0.0	799
fig|31899.10.peg.95|SAMN05216182_0027	WP_015908875.1	100.000	214	0	0	1	214	1	214	7.68e-162	446
fig|31899.10.peg.96|SAMN05216182_0028	WP_015908876.1	100.000	151	0	0	1	151	1	151	2.01e-108	306
fig|31899.10.peg.97|SAMN05216182_0029	WP_015908877.1	100.000	315	0	0	1	315	1	315	0.0	642
fig|31899.10.peg.97|SAMN05216182_0029	WP_012660714.1	41.158	311	171	3	6	305	12	321	9.81e-74	230
fig|31899.10.peg.98	WP_015908883.1	99.099	111	1	0	1	111	253	363	1.99e-72	219
fig|31899.10.peg.98	WP_015908883.1	48.936	94	48	0	1	94	52	145	9.70e-25	93.2
fig|31899.10.peg.98	WP_015908883.1	44.340	106	50	5	1	104	1	99	7.72e-17	71.6
fig|31899.10.peg.98	WP_015908883.1	30.769	104	71	1	1	103	102	205	1.13e-12	60.1
fig|31899.10.peg.98	WP_015908880.1	98.198	111	2	0	1	111	253	363	4.50e-72	219
fig|31899.10.peg.98	WP_015908880.1	48.936	94	48	0	1	94	52	145	9.70e-25	93.2
fig|31899.10.peg.98	WP_015908880.1	44.340	106	50	5	1	104	1	99	7.72e-17	71.6
fig|31899.10.peg.98	WP_015908880.1	30.769	104	71	1	1	103	102	205	1.06e-12	60.1
fig|31899.10.peg.98	WP_015907482.1	44.231	104	54	1	1	104	141	240	2.24e-26	100
fig|31899.10.peg.98	WP_015907482.1	48.864	88	45	0	1	88	593	680	9.11e-24	93.2
fig|31899.10.peg.98	WP_015907482.1	46.667	105	48	3	2	104	40	138	4.05e-23	91.3
fig|31899.10.peg.98	WP_015907482.1	41.346	104	54	3	1	104	544	640	2.23e-20	83.2
fig|31899.10.peg.98	WP_015907482.1	38.462	104	59	1	1	104	291	389	4.71e-20	82.4
fig|31899.10.peg.98	WP_015907482.1	46.154	78	42	0	1	78	392	469	1.46e-19	80.9
fig|31899.10.peg.98	WP_015907482.1	42.529	87	49	1	1	86	341	427	2.10e-18	77.4
fig|31899.10.peg.98	WP_015907482.1	44.304	79	42	1	1	77	191	269	4.53e-18	76.6
fig|31899.10.peg.98	WP_015907482.1	43.590	78	44	0	1	78	643	720	1.45e-17	75.1
fig|31899.10.peg.98	WP_015907482.1	40.000	85	51	0	1	85	91	175	3.61e-15	68.2
fig|31899.10.peg.98	WP_015907482.1	35.870	92	51	2	1	89	243	329	4.28e-14	65.1
fig|31899.10.peg.98	WP_015907482.1	34.615	78	50	1	1	77	493	570	3.66e-10	53.1
fig|31899.10.peg.98	WP_079504046.1	35.616	73	47	0	1	73	9	81	1.29e-12	56.6
fig|31899.10.peg.99	WP_015907427.1	88.889	36	4	0	1	36	1	36	5.17e-17	70.1
fig|31899.10.peg.100	WP_015907427.1	88.372	86	10	0	5	90	118	203	1.28e-46	153
fig|31899.10.peg.101	WP_015907427.1	87.234	47	6	0	1	47	213	259	4.66e-23	86.7
fig|31899.10.peg.102	WP_015908882.1	99.213	254	2	0	1	254	1	254	8.52e-176	504
fig|31899.10.peg.102	WP_094276081.1	99.213	254	2	0	1	254	854	1107	1.29e-167	504
fig|31899.10.peg.104|SAMN05216182_0033	WP_015908879.1	100.000	138	0	0	1	138	1	138	8.55e-98	278
fig|31899.10.peg.104|SAMN05216182_0033	WP_011915897.1	94.928	138	7	0	1	138	1	138	2.35e-92	264
fig|31899.10.peg.104|SAMN05216182_0033	WP_015907048.1	48.175	137	71	0	1	137	1	137	1.90e-40	132
fig|31899.10.peg.106|SAMN05216182_0034	WP_015908880.1	100.000	363	0	0	1	363	1	363	0.0	719
fig|31899.10.peg.106|SAMN05216182_0034	WP_015908883.1	99.449	363	2	0	1	363	1	363	0.0	717
fig|31899.10.peg.106|SAMN05216182_0034	WP_015907482.1	39.244	344	201	2	1	340	341	680	2.11e-76	249
fig|31899.10.peg.106|SAMN05216182_0034	WP_015907482.1	41.834	349	180	9	1	338	91	427	1.73e-71	236
fig|31899.10.peg.106|SAMN05216182_0034	WP_015907482.1	32.930	413	205	9	1	356	243	640	2.75e-58	199
fig|31899.10.peg.106|SAMN05216182_0034	WP_015907482.1	34.085	355	172	7	55	356	44	389	2.41e-54	188
fig|31899.10.peg.106|SAMN05216182_0034	WP_015907482.1	48.634	183	83	3	1	179	544	719	1.00e-44	160
fig|31899.10.peg.106|SAMN05216182_0034	WP_015907482.1	30.508	354	189	6	1	301	392	741	8.11e-44	158
fig|31899.10.peg.106|SAMN05216182_0034	WP_079504046.1	50.633	79	39	0	46	124	3	81	1.06e-21	85.5
fig|31899.10.peg.106|SAMN05216182_0034	WP_079504046.1	39.024	82	49	1	94	175	1	81	1.28e-15	68.9
fig|31899.10.peg.106|SAMN05216182_0034	WP_079504046.1	42.647	68	38	1	7	74	15	81	2.89e-13	62.4
fig|31899.10.peg.106|SAMN05216182_0034	WP_079504046.1	36.250	80	51	0	246	325	2	81	5.31e-12	58.9
fig|31899.10.peg.107|SAMN05216182_0035	WP_015908881.1	100.000	471	0	0	1	471	1	471	0.0	929
fig|31899.10.peg.107|SAMN05216182_0035	WP_015908884.1	97.246	472	12	1	1	471	1	472	0.0	899
fig|31899.10.peg.108|SAMN05216182_0036	WP_015908882.1	100.000	716	0	0	1	716	1	716	0.0	1449
fig|31899.10.peg.108|SAMN05216182_0036	WP_094276081.1	85.615	723	88	5	1	716	854	1567	0.0	1224
fig|31899.10.peg.110|SAMN05216182_0037	WP_011915897.1	100.000	138	0	0	1	138	1	138	2.36e-98	279
fig|31899.10.peg.110|SAMN05216182_0037	WP_015908879.1	94.928	138	7	0	1	138	1	138	2.35e-92	264
fig|31899.10.peg.110|SAMN05216182_0037	WP_015907048.1	48.175	137	71	0	1	137	1	137	7.56e-40	130
fig|31899.10.peg.112|SAMN05216182_0038	WP_015908883.1	100.000	363	0	0	1	363	1	363	0.0	719
fig|31899.10.peg.112|SAMN05216182_0038	WP_015908880.1	99.449	363	2	0	1	363	1	363	0.0	717
fig|31899.10.peg.112|SAMN05216182_0038	WP_015907482.1	39.535	344	200	2	1	340	341	680	1.27e-76	250
fig|31899.10.peg.112|SAMN05216182_0038	WP_015907482.1	41.834	349	180	9	1	338	91	427	1.73e-71	236
fig|31899.10.peg.112|SAMN05216182_0038	WP_015907482.1	38.655	357	206	7	3	356	43	389	1.66e-68	228
fig|31899.10.peg.112|SAMN05216182_0038	WP_015907482.1	33.172	413	204	9	1	356	243	640	1.39e-58	200
fig|31899.10.peg.112|SAMN05216182_0038	WP_015907482.1	48.634	183	83	3	1	179	544	719	1.00e-44	160
fig|31899.10.peg.112|SAMN05216182_0038	WP_015907482.1	30.791	354	188	6	1	301	392	741	4.07e-44	159
fig|31899.10.peg.112|SAMN05216182_0038	WP_079504046.1	50.633	79	39	0	46	124	3	81	1.06e-21	85.5
fig|31899.10.peg.112|SAMN05216182_0038	WP_079504046.1	39.024	82	49	1	94	175	1	81	1.28e-15	68.9
fig|31899.10.peg.112|SAMN05216182_0038	WP_079504046.1	42.647	68	38	1	7	74	15	81	2.89e-13	62.4
fig|31899.10.peg.112|SAMN05216182_0038	WP_079504046.1	35.000	80	52	0	246	325	2	81	1.89e-11	57.4
fig|31899.10.peg.113|SAMN05216182_0039	WP_015908884.1	100.000	472	0	0	1	472	1	472	0.0	929
fig|31899.10.peg.113|SAMN05216182_0039	WP_015908881.1	97.246	472	12	1	1	472	1	471	0.0	899
fig|31899.10.peg.114|SAMN05216182_0040	WP_094276081.1	100.000	340	0	0	1	340	1228	1567	0.0	704
fig|31899.10.peg.114|SAMN05216182_0040	WP_015908882.1	70.201	349	88	5	1	340	375	716	1.06e-163	475
fig|31899.10.peg.115|SAMN05216182_0041	WP_094276081.1	99.210	1139	9	0	1	1139	9	1147	0.0	2296
fig|31899.10.peg.115|SAMN05216182_0041	WP_015908882.1	96.939	294	9	0	846	1139	1	294	0.0	572
fig|31899.10.peg.116|SAMN05216182_0042	WP_015908886.1	100.000	1608	0	0	1	1608	1	1608	0.0	3256
fig|31899.10.peg.116|SAMN05216182_0042	WP_015907480.1	33.796	216	142	1	1391	1606	40	254	4.06e-27	116
fig|31899.10.peg.116|SAMN05216182_0042	WP_015908252.1	33.871	124	71	4	737	850	47	169	1.89e-10	60.5
fig|31899.10.peg.118	WP_015907427.1	90.950	221	20	0	1	221	45	265	1.02e-151	429
fig|31899.10.peg.118	WP_015908377.1	32.212	208	138	3	11	217	59	264	7.51e-34	123
fig|31899.10.peg.118	WP_015908369.1	32.338	201	133	3	18	217	66	264	1.71e-32	119
fig|31899.10.peg.119	WP_015907427.1	79.070	86	18	0	1	86	324	409	1.17e-45	150
fig|31899.10.peg.121|SAMN05216182_0050	WP_015908887.1	100.000	401	0	0	1	401	1	401	0.0	811
fig|31899.10.peg.121|SAMN05216182_0050	WP_015908637.1	25.231	432	270	17	4	395	1	419	1.55e-19	86.3
fig|31899.10.peg.121|SAMN05216182_0050	WP_015906998.1	30.531	226	129	9	119	327	126	340	4.84e-12	63.2
fig|31899.10.peg.122|SAMN05216182_0051	WP_015908888.1	100.000	340	0	0	1	340	1	340	0.0	690
fig|31899.10.peg.122|SAMN05216182_0051	WP_015908539.1	56.587	334	145	0	1	334	1	334	1.50e-135	390
fig|31899.10.peg.122|SAMN05216182_0051	WP_015908638.1	32.047	337	218	6	3	337	4	331	3.28e-45	156
fig|31899.10.peg.122|SAMN05216182_0051	WP_015907001.1	31.548	336	222	7	3	336	8	337	9.04e-45	155
fig|31899.10.peg.122|SAMN05216182_0051	WP_015906944.1	33.432	338	208	8	1	333	1	326	1.81e-44	154
fig|31899.10.peg.122|SAMN05216182_0051	WP_015908428.1	31.132	318	199	11	2	312	6	310	8.49e-34	125
fig|31899.10.peg.122|SAMN05216182_0051	WP_015907146.1	28.363	342	223	10	1	334	1	328	2.02e-30	115
fig|31899.10.peg.123|SAMN05216182_0052	WP_015908889.1	100.000	540	0	0	1	540	1	540	0.0	1121
fig|31899.10.peg.124|SAMN05216182_0053	WP_015908890.1	100.000	289	0	0	1	289	1	289	0.0	574
fig|31899.10.peg.124|SAMN05216182_0053	WP_015907000.1	34.286	210	136	2	79	288	69	276	1.14e-27	106
fig|31899.10.peg.124|SAMN05216182_0053	WP_015907193.1	32.773	238	147	5	54	289	49	275	3.13e-27	105
fig|31899.10.peg.124|SAMN05216182_0053	WP_041727423.1	31.780	236	156	1	54	289	44	274	1.33e-26	103
fig|31899.10.peg.124|SAMN05216182_0053	WP_015908635.1	30.072	276	180	6	17	288	16	282	4.23e-26	101
fig|31899.10.peg.124|SAMN05216182_0053	WP_015906725.1	31.186	295	144	10	28	289	26	294	1.11e-25	100
fig|31899.10.peg.124|SAMN05216182_0053	WP_015908697.1	27.305	282	198	3	10	289	9	285	2.07e-25	99.8
fig|31899.10.peg.124|SAMN05216182_0053	WP_015908409.1	27.036	307	182	10	8	288	5	295	7.06e-22	89.7
fig|31899.10.peg.124|SAMN05216182_0053	WP_015908869.1	27.244	312	181	11	5	288	6	299	2.53e-21	87.8
fig|31899.10.peg.124|SAMN05216182_0053	WP_013429291.1	27.500	280	168	10	30	288	28	293	2.48e-17	76.6
fig|31899.10.peg.124|SAMN05216182_0053	WP_015908443.1	26.578	301	194	7	4	288	2	291	5.25e-16	72.8
fig|31899.10.peg.124|SAMN05216182_0053	WP_015908391.1	25.306	245	166	6	7	245	1	234	4.21e-13	64.7
fig|31899.10.peg.124|SAMN05216182_0053	WP_013430735.1	27.523	218	127	7	96	289	88	298	5.89e-13	64.3
fig|31899.10.peg.124|SAMN05216182_0053	WP_013431285.1	27.011	174	123	3	48	221	54	223	1.53e-12	63.2
fig|31899.10.peg.124|SAMN05216182_0053	WP_015906805.1	23.270	318	186	9	15	289	37	339	2.02e-11	60.1
fig|31899.10.peg.125|SAMN05216182_0054	WP_015908891.1	100.000	302	0	0	1	302	1	302	0.0	607
fig|31899.10.peg.125|SAMN05216182_0054	WP_015908698.1	30.035	283	183	7	2	283	6	274	5.23e-35	127
fig|31899.10.peg.125|SAMN05216182_0054	WP_015908636.1	30.502	259	165	5	48	302	180	427	8.69e-31	117
fig|31899.10.peg.125|SAMN05216182_0054	WP_015906999.1	29.054	296	192	6	8	301	13	292	6.17e-30	113
fig|31899.10.peg.125|SAMN05216182_0054	WP_013429600.1	31.959	291	178	9	1	287	15	289	2.85e-27	105
fig|31899.10.peg.125|SAMN05216182_0054	WP_015907192.1	26.280	293	200	6	10	299	17	296	4.79e-24	96.3
fig|31899.10.peg.125|SAMN05216182_0054	WP_015908870.1	27.152	302	188	10	14	302	24	306	1.52e-19	83.2
fig|31899.10.peg.125|SAMN05216182_0054	WP_015906724.1	27.852	298	178	14	14	294	36	313	8.32e-18	78.6
fig|31899.10.peg.125|SAMN05216182_0054	WP_013431286.1	25.263	285	191	12	3	280	8	277	3.56e-16	73.6
fig|31899.10.peg.125|SAMN05216182_0054	WP_015908444.1	27.039	233	154	7	3	228	29	252	1.44e-14	69.3
fig|31899.10.peg.125|SAMN05216182_0054	WP_015908410.1	29.630	189	118	7	47	228	55	235	1.90e-13	65.9
fig|31899.10.peg.125|SAMN05216182_0054	WP_015908656.1	26.984	252	157	8	62	296	73	314	1.69e-12	63.2
fig|31899.10.peg.125|SAMN05216182_0054	WP_015908392.1	23.453	307	214	9	2	300	20	313	7.19e-11	58.5
fig|31899.10.peg.125|SAMN05216182_0054	WP_015906804.1	26.523	279	176	11	1	263	17	282	1.78e-10	57.4
fig|31899.10.peg.125|SAMN05216182_0054	WP_015907393.1	28.144	167	108	5	112	275	129	286	8.31e-10	55.1
fig|31899.10.peg.125|SAMN05216182_0054	WP_015907174.1	24.828	290	197	12	14	293	28	306	2.56e-08	50.4
fig|31899.10.peg.126|SAMN05216182_0055	WP_015908892.1	100.000	576	0	0	1	576	1	576	0.0	1183
fig|31899.10.peg.126|SAMN05216182_0055	WP_015906793.1	25.258	388	220	13	167	495	30	406	1.30e-25	107
fig|31899.10.peg.126|SAMN05216182_0055	WP_015907043.1	24.821	419	228	14	178	533	376	770	6.58e-16	77.4
fig|31899.10.peg.126|SAMN05216182_0055	WP_015907187.1	22.350	434	252	14	171	535	531	948	1.25e-13	70.1
fig|31899.10.peg.127|SAMN05216182_0056	WP_015908893.1	100.000	216	0	0	1	216	1	216	2.67e-161	445
fig|31899.10.peg.127|SAMN05216182_0056	WP_015908560.1	33.005	203	133	3	4	205	2	202	1.11e-31	114
fig|31899.10.peg.127|SAMN05216182_0056	WP_015907252.1	31.633	196	130	3	10	204	11	203	5.41e-26	100
fig|31899.10.peg.127|SAMN05216182_0056	WP_015907252.1	28.061	196	134	4	5	199	226	415	1.47e-15	71.2
fig|31899.10.peg.128|SAMN05216182_0057	WP_015908894.1	100.000	996	0	0	1	996	1	996	0.0	2067
fig|31899.10.peg.128|SAMN05216182_0057	WP_015908430.1	27.136	597	323	17	14	527	5	572	3.51e-56	207
fig|31899.10.peg.128|SAMN05216182_0057	WP_015908445.1	23.407	722	449	17	4	670	11	683	4.36e-47	178
fig|31899.10.peg.129|SAMN05216182_0058	WP_015908895.1	100.000	213	0	0	1	213	1	213	6.60e-152	421
fig|31899.10.peg.130|SAMN05216182_0059	WP_015908896.1	100.000	172	0	0	1	172	1	172	1.10e-115	326
