fig|1121259.3.peg.1201	1201	2187	153	2719	495	2857	259	2194	512	-	375	2075	2119
fig|1121259.3.peg.1203	1203	2184	149	2716	498	2851	262	2188	519	2488	377	2079	2115
fig|1121259.3.peg.1212	1212	2173	144	2707	510	2842	271	2179	529	2479	385	2087	2103
fig|1121259.3.peg.1220	1220	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1238	1238	368	-	2643	-	2806	823	-	580	-	432	-	2046
fig|1121259.3.peg.1247	1247	-	-	-	-	2798	-	2150	-	-	440	-	2039
fig|1121259.3.peg.1276	1276	1405	829	2615	-	2758	1372	2117	611	429	-	2189	2009
fig|1121259.3.peg.1282	1282	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1288	1288	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1312	1312	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1315	1315	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1317	1317	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1321	1321	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1336	1336	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1351	1351	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1357	1357	-	-	-	-	-	-	-	218	-	-	-	-
fig|1121259.3.peg.1359	1359	-	-	-	-	-	-	-	-	2557	-	-	-
fig|1121259.3.peg.1374	1374	-	-	-	-	-	-	-	-	-	216	-	-
fig|1121259.3.peg.1380	1380	-	-	-	-	-	-	-	-	-	-	932	-
fig|1121259.3.peg.1381	1381	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1383	1383	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1384	1384	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1386	1386	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1387	1387	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1388	1388	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1389	1389	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1390	1390	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1391	1391	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1392	1392	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1393	1393	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1394	1394	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1410	1410	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1426	1426	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1428	1428	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1447	1447	-	-	-	-	171	-	-	-	-	-	-	-
fig|1121259.3.peg.1449	1449	-	-	-	-	-	-	-	-	-	-	-	2341
fig|1121259.3.peg.1451	1451	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1456	1456	1178	2544	2786,94	-	178	588	2399	2637	77	2595	486	-
fig|1121259.3.peg.1462	1462	-	-	-	-	-	-	-	736	-	-	-	-
fig|1121259.3.peg.1463	1463	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1470	1470	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1472	1472	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1474	1474	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1475	1475	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1478	1478	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1479	1479	-	-	-	-	-	-	-	-	2788	-	-	-
fig|1121259.3.peg.1490	1490	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1491	1491	-	-	-	-	-	43	2482	-	-	-	-	-
fig|1121259.3.peg.1492	1492	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1493	1493	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1494	1494	-	-	-	217	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1495	1495	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1496	1496	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1500	1500	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1504	1504	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1505	1505	1789	179	-	467	2874,477	2642	-	-	-	-	-	-
fig|1121259.3.peg.1516	1516	-	-	-	-	-	-	-	-	217	-	-	-
fig|1121259.3.peg.1517	1517	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1518	1518	-	-	-	-	-	-	2417	-	2746	-	458	-
fig|1121259.3.peg.1519	1519	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1520	1520	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1521	1521	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1522	1522	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1523	1523	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1524	1524	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1525	1525	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1534	1534	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1535	1535	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1546	1546	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1556	1556	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1561	1561	1307	378	248	273	362	2998	2522	2749	2909	2741	376	2422
fig|1121259.3.peg.1569	1569	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1582	1582	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1585	1585	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1590	1590	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1591	1591	-	-	722	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1592	1592	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1593	1593	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1618	1618	-	204	749	-	715,951	216	-	2252	1942,313	2242,2435	1750,1865	419
fig|1121259.3.peg.1660	1660	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1662	1662	-	-	-	-	-	-	-	2203	-	-	-	-
fig|1121259.3.peg.1663	1663	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1664	1664	-	-	-	-	2068	-	-	-	-	-	-	-
fig|1121259.3.peg.1665	1665	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1666	1666	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1677	1677	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1678	1678	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1680	1680	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1720	1720	-	-	-	-	-	-	-	1162	-	-	-	-
fig|1121259.3.peg.1725	1725	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1726	1726	-	-	-	-	-	-	1005	-	-	-	-	-
fig|1121259.3.peg.1728	1728	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1729	1729	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1730	1730	-	-	-	-	-	-	1004	-	-	-	-	-
fig|1121259.3.peg.1731	1731	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1732	1732	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1733	1733	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1735	1735	-	-	-	-	-	-	1006	-	-	-	1826	-
fig|1121259.3.peg.1736	1736	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1738	1738	-	1804	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1739	1739	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1744	1744	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1772	1772	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1777	1777	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1870	1870	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1876	1876	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1877	1877	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1885	1885	-	-	-	-	-	-	-	-	452	-	-	-
fig|1121259.3.peg.191	191	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.1915	1915	-	-	-	-	-	-	2069	-	-	-	-	-
fig|1121259.3.peg.1944	1944	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.198	198	1227,254	1959	1182,1596	2469	-	2099	1679	1456	1036,1468,739	-	2307	1231,797
fig|1121259.3.peg.1991	1991	682	-	1779	-	2021	2384	1123	1295	1685	1262	1118	1387
fig|1121259.3.peg.201	201	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2018	2018	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2027	2027	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2032	2032	-	-	-	-	-	-	1082	-	-	-	-	-
fig|1121259.3.peg.2049	2049	2064	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2054	2054	-	1240	1849	2150	2107	-	-	1233	1746	1193	1576	-
fig|1121259.3.peg.2059	2059	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.206	206	2417	1551	1607	1136	1860	2107,551	-	1445	1487	1414	154	1244
fig|1121259.3.peg.2060	2060	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2061	2061	-	429	340	-	-	2746	81	67	-	77	-	-
fig|1121259.3.peg.2064	2064	-	-	-	-	-	-	84	-	-	-	-	-
fig|1121259.3.peg.2069	2069	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2070	2070	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2074	2074	-	-	-	-	-	-	-	79	-	92	-	-
fig|1121259.3.peg.2080	2080	-	-	-	-	-	-	-	87	-	-	-	-
fig|1121259.3.peg.2082	2082	-	-	-	-	-	-	-	89	-	103	-	-
fig|1121259.3.peg.2083	2083	-	-	-	-	-	-	-	90	-	104	-	-
fig|1121259.3.peg.2086	2086	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2087	2087	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2093	2093	1523	-	353	-	-	2713	-	98	-	112	-	-
fig|1121259.3.peg.2096	2096	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2097	2097	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2098	2098	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2099	2099	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2101	2101	-	-	-	-	-	-	-	724	-	-	-	-
fig|1121259.3.peg.2117	2117	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2119	2111,2119	2019	-	363	375	491	2702	105,114	114,124	2649	134	-	59
fig|1121259.3.peg.2127	2127	1483	49	2828	574	2977	400	2325	132	628	144	1898,2762	2282
fig|1121259.3.peg.2134	2134	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2148	2148	-	651	2697	-	-	-	-	-	2659	-	-	-
fig|1121259.3.peg.2150	2150	462	1186	1979	2607	405	2439	-	17	2406,62	-	471	-
fig|1121259.3.peg.2151	2151	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2152	2152	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2164	2164	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2168	2168	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2171	2171	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2174	2174	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2175	2175	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.218	218	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2188	2188	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2195	2195	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2196	2196	-	-	684	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2208	2208	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2214	2214	-	-	-	-	-	-	-	59	-	-	-	-
fig|1121259.3.peg.2225	2225	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2231	2231	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2232	2232	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2233	2233	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2234	2234	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2235	2235	-	-	-	-	441	-	60	-	-	-	1387	-
fig|1121259.3.peg.2266	2266	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2267	2267	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2269	2269	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2270	2270	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2274	2274	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2278	2278	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2320	2320	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2330	2330	1012	2262	1064	2354	1253	1061	796	1984	2077	1957	598	702
fig|1121259.3.peg.2344	2344	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2368	2368	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2369	2369	-	2295	1029	2318	1217	-	-	-	1474	1991	2479	-
fig|1121259.3.peg.2371	2371	-	-	1167	-	1380	-	-	-	-	-	-	-
fig|1121259.3.peg.2374	2374	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2377	2377	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2412	2412	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2415	2415	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2416	2416	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2417	2417	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2418	2418	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2419	2419	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2420	2420	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2421	2421	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2422	2422	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2423	2423	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2426	2426	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2428	2428	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2435	2435	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2440	2440	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2445	2445	-	-	-	-	-	-	-	-	-	609	-	-
fig|1121259.3.peg.2448	2448	-	-	-	-	-	-	-	-	-	606	-	-
fig|1121259.3.peg.2455	2455	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2458	2458	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2459	2459	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2460	2460	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2461	2461	-	-	-	-	-	-	-	-	812	-	1737	-
fig|1121259.3.peg.2466	2466	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2467	2467	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2468	2468	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2469	2469	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2470	2470	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2471	2471	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2472	2472	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2473	2473	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2474	2474	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2475	2475	1370	-	-	-	-	1566	-	-	-	-	-	-
fig|1121259.3.peg.2478	2478	-	768	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2479	2479	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2480	2480	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2483	2483	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2487	2487	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.250	250	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2511	2511	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2512	2512	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2513	2513	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2515	2515	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2517	2517	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2522	2522	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2523	2523	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2524	2524	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2525	2525	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2526	2526	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2527	2527	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2528	2528	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2536	2536	-	-	-	883	-	-	-	-	-	2347	-	-
fig|1121259.3.peg.2537	2537	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2539	2539	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2540	2540	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2541	2541	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2542	2542	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2543	2543	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2544	2544	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2545	2545	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2546	2546	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2547	2547	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2549	2549	2454	-	-	2067	-	2691	-	-	-	-	-	-
fig|1121259.3.peg.2550	2550	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2551	2551	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2552	2552	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2553	2553	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2554	2554	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2555	2555	1188	452	1008,2329	-	193	2856,579	-	-	-	2603	-	-
fig|1121259.3.peg.2556	2556	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2558	2558	-	-	995	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2561	2561	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2562	2562	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2563	2563	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2564	2564	-	-	-	-	706	-	-	-	-	-	-	-
fig|1121259.3.peg.2572	2572	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2575	2575	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2577	2577	-	-	-	-	-	-	-	-	399	-	-	-
fig|1121259.3.peg.2579	2579	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2580	2580	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2581	2581	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.2582	2582	-	-	-	1173	-	-	-	-	-	-	642	-
fig|1121259.3.peg.2585	2585	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.314	314	-	-	-	1287	-	-	-	-	-	-	-	-
fig|1121259.3.peg.32	32	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.352	352	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.353	353	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.357	357	-	-	-	-	-	303	-	2376	-	-	-	-
fig|1121259.3.peg.358	358	-	-	-	-	-	302	-	2377	-	-	-	-
fig|1121259.3.peg.372	372	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.407	407	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.414	414	2236	212	536	403	675	208	287	2435	303	2443	2577	212
fig|1121259.3.peg.417	417	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.420	420	2243	-	-	-	-	-	-	-	297	-	2769	-
fig|1121259.3.peg.422	422	-	-	-	-	-	-	-	-	293	-	1676	-
fig|1121259.3.peg.430	430	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.439	439	-	-	-	-	-	-	-	2478	-	2461	-	193
fig|1121259.3.peg.457	457	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.461	461	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.462	462	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.463	463	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.464	464	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.465	465	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.466	466	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.467	467	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.485	485	-	-	-	-	-	-	-	2530	-	-	-	-
fig|1121259.3.peg.486	486	-	-	-	-	-	-	-	2531	-	-	-	-
fig|1121259.3.peg.487	487	-	-	-	-	-	-	-	2532	-	-	-	-
fig|1121259.3.peg.488	488	-	-	-	-	-	-	-	2533	-	-	-	-
fig|1121259.3.peg.489	489	-	-	-	-	-	-	-	2534	-	-	-	-
fig|1121259.3.peg.491	491	-	-	-	-	-	-	-	2536	-	-	-	-
fig|1121259.3.peg.496	496	-	-	-	-	602	-	208	2541	228	-	-	-
fig|1121259.3.peg.500	500	-	-	-	-	-	-	-	-	-	-	-	8
fig|1121259.3.peg.507	507	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.508	508	-	-	-	244,246	-	-	-	-	2804,2850	2632,2673	788	2365
fig|1121259.3.peg.516	516	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.519	519	-	-	-	-	-	-	-	-	-	-	-	-
fig|1121259.3.peg.531	531	-	-	-	-	-	2608	-	-	-	-	-	-
fig|1121259.3.peg.532	532	-	-	-	-	-	2609	-	-	-	-	-	-
fig|1121259.3.peg.548	548	-	-	-	-	-	-	-	-	-	-	-	-
