TAG0358	fig|1094508.3.peg.1234	Tsac_1220	-	-	fig|394503.7.peg.1941	Ccel_1886	-
TAG0366	fig|1094508.3.peg.382	Tsac_0376	fig|203119.11.peg.1456,fig|203119.11.peg.307	Cthe_1376,Cthe_0290	fig|394503.7.peg.1494	Ccel_1452	fig|31899.10.peg.2478
TAG0367	fig|1094508.3.peg.1619	Tsac_1597	fig|203119.11.peg.1073	Cthe_1021	fig|394503.7.peg.2185	-	fig|31899.10.peg.149
TAG0375	fig|1094508.3.peg.1541	Tsac_1520	fig|203119.11.peg.1014	Cthe_0965	fig|394503.7.peg.1373	Ccel_1333	-
TAG0377	fig|1094508.3.peg.1916,fig|1094508.3.peg.1931,fig|1094508.3.peg.2125	Tsac_1892,Tsac_1907,Tsac_2098	fig|203119.11.peg.1299,fig|203119.11.peg.3394,fig|203119.11.peg.712	Cthe_1231,Cthe_3179,Cthe_0679	fig|394503.7.peg.1411,fig|394503.7.peg.1801,fig|394503.7.peg.505	Ccel_1370,Ccel_1749,Ccel_0487	fig|31899.10.peg.1742,fig|31899.10.peg.1767,fig|31899.10.peg.2054
TAG0381	fig|1094508.3.peg.1930	Tsac_1906	fig|203119.11.peg.127,fig|203119.11.peg.3101	Cthe_0118,Cthe_2898	fig|394503.7.peg.2354,fig|394503.7.peg.414	Ccel_2286,Ccel_0398	fig|31899.10.peg.2191,fig|31899.10.peg.855
TAG0382	fig|1094508.3.peg.37	Tsac_0036	fig|203119.11.peg.710	Cthe_0677	fig|394503.7.peg.3285	Ccel_3205	fig|31899.10.peg.2284
TAG0385	fig|1094508.3.peg.1934	Tsac_1910	fig|203119.11.peg.378	Cthe_0355	-	-	fig|31899.10.peg.1831
TAG0386	-	-	-	-	fig|394503.7.peg.2345	Ccel_2277	-
TAG0387	fig|1094508.3.peg.1947	Tsac_1922	fig|203119.11.peg.869	Cthe_0827	fig|394503.7.peg.1954	Ccel_1899	fig|31899.10.peg.1777
TAG0389	fig|1094508.3.peg.1951	Tsac_1926	fig|203119.11.peg.874	Cthe_0832	fig|394503.7.peg.1958	Ccel_1903	fig|31899.10.peg.1482
TAG0393	fig|1094508.3.peg.1909	Tsac_1885	fig|203119.11.peg.737	Cthe_0701	fig|394503.7.peg.1788	Ccel_1736	fig|31899.10.peg.1807
TAG0396	fig|1094508.3.peg.1957	Tsac_1932	fig|203119.11.peg.882	Cthe_0839	fig|394503.7.peg.1965	Ccel_1910	fig|31899.10.peg.1475
TAG0401	fig|1094508.3.peg.1973	Tsac_1948	-	-	fig|394503.7.peg.2484	Ccel_2409	-
TAG0407	fig|1094508.3.peg.1982	Tsac_1957	fig|203119.11.peg.1165	Cthe_1106	fig|394503.7.peg.2488	Ccel_2413	fig|31899.10.peg.2397
TAG0411	fig|1094508.3.peg.1970	Tsac_1945	fig|203119.11.peg.2591	Cthe_2437	fig|394503.7.peg.2501,fig|394503.7.peg.388	Ccel_2426,Ccel_0372	fig|31899.10.peg.2209
TAG0412	fig|1094508.3.peg.1984	Tsac_1959	fig|203119.11.peg.898	Cthe_0854	fig|394503.7.peg.686	Ccel_0663	fig|31899.10.peg.2405
TAG0421	-	-	-	-	fig|394503.7.peg.458	-	-
TAG0423	fig|1094508.3.peg.1995	Tsac_1970	fig|203119.11.peg.1062	Cthe_1011	fig|394503.7.peg.1529	Ccel_1486	-
TAG0425	fig|1094508.3.peg.2004	Tsac_1979	fig|203119.11.peg.162	Cthe_0151	fig|394503.7.peg.2306	Ccel_2240	fig|31899.10.peg.1694
TAG0460	-	-	-	-	fig|394503.7.peg.1648	Ccel_1598	fig|31899.10.peg.1703
TAG0468	fig|1094508.3.peg.98	Tsac_0096	-	-	fig|394503.7.peg.1872	-	-
TAG0469	-	-	-	-	-	-	fig|31899.10.peg.1392
TAG0492	fig|1094508.3.peg.2276	Tsac_2247	-	-	-	-	-
TAG0493	fig|1094508.3.peg.1722	Tsac_1699	fig|203119.11.peg.1117	Cthe_1060	fig|394503.7.peg.1732	Ccel_1681	fig|31899.10.peg.1949
TAG0501	fig|1094508.3.peg.1214	Tsac_1200	fig|203119.11.peg.1171	Cthe_1111	fig|394503.7.peg.2827	Ccel_2741	fig|31899.10.peg.2452
TAG0507	fig|1094508.3.peg.2168	Tsac_2141	-	-	-	-	-
TAG0532	fig|1094508.3.peg.2155	Tsac_2128	fig|203119.11.peg.362	Cthe_0340	fig|394503.7.peg.2300	Ccel_2234	fig|31899.10.peg.1785
TAG0533	fig|1094508.3.peg.2157	Tsac_2130	fig|203119.11.peg.360,fig|203119.11.peg.453	Cthe_0338,Cthe_0428	fig|394503.7.peg.2302,fig|394503.7.peg.2375	Ccel_2236,Ccel_2305	fig|31899.10.peg.1783
TAG0536	fig|1094508.3.peg.2656	Tsac_2620	fig|203119.11.peg.2917	Cthe_2743	fig|394503.7.peg.843	Ccel_0814	fig|31899.10.peg.2345
TAG0539	-	-	-	-	fig|394503.7.peg.32	Ccel_0030	fig|31899.10.peg.2422
TAG0540	fig|1094508.3.peg.132,fig|1094508.3.peg.1701,fig|1094508.3.peg.1829	Tsac_0131,Tsac_1678,Tsac_1805	fig|203119.11.peg.2433,fig|203119.11.peg.518,fig|203119.11.peg.851,fig|203119.11.peg.923	Cthe_2285,Cthe_0491,Cthe_0809,Cthe_0878	fig|394503.7.peg.2082,fig|394503.7.peg.2157,fig|394503.7.peg.2385,fig|394503.7.peg.610	Ccel_2026,Ccel_2099,Ccel_2314,Ccel_0588	fig|31899.10.peg.1008,fig|31899.10.peg.2280,fig|31899.10.peg.2653,fig|31899.10.peg.2703
TAG0542	fig|1094508.3.peg.318	Tsac_0316	fig|203119.11.peg.2768	Cthe_2598	fig|394503.7.peg.274	Ccel_0260	fig|31899.10.peg.1074
TAG0545	fig|1094508.3.peg.2702	Tsac_2664	-	-	-	-	-
TAG0598	fig|1094508.3.peg.1460	Tsac_1439	-	-	-	-	-
TAG0612	fig|1094508.3.peg.2374	Tsac_2343	-	-	-	-	-
TAG0621	fig|1094508.3.peg.1595	Tsac_1573	fig|203119.11.peg.468	Cthe_0443	fig|394503.7.peg.2123	Ccel_2066	-
TAG0623	fig|1094508.3.peg.575	Tsac_0569	fig|203119.11.peg.2887	Cthe_2713	fig|394503.7.peg.318	Ccel_0302	fig|31899.10.peg.1110
TAG0707	fig|1094508.3.peg.2528	Tsac_2493	fig|203119.11.peg.1354	Cthe_1283	fig|394503.7.peg.1942	Ccel_1887	fig|31899.10.peg.1051,fig|31899.10.peg.1961
TAG0739	fig|1094508.3.peg.2129	Tsac_2102	fig|203119.11.peg.1308	Cthe_1240	fig|394503.7.peg.1405	Ccel_1364	fig|31899.10.peg.1738
TAG0775	-	-	-	-	-	-	fig|31899.10.peg.2258
TAG0817	fig|1094508.3.peg.564	Tsac_0558	fig|203119.11.peg.465	Cthe_0440	fig|394503.7.peg.2126	Ccel_2069	fig|31899.10.peg.2296
TAG0821	fig|1094508.3.peg.696	Tsac_0687	-	-	-	-	fig|31899.10.peg.2304
TAG0828	fig|1094508.3.peg.91	Tsac_0089	fig|203119.11.peg.572	Cthe_0549	-	-	fig|31899.10.peg.2748
TAG0829	fig|1094508.3.peg.89	Tsac_0087	fig|203119.11.peg.570	Cthe_0547	fig|394503.7.peg.1192	Ccel_1156	fig|31899.10.peg.2746
TAG0836	fig|1094508.3.peg.2391	Tsac_2360	-	-	-	-	-
TAG0844	fig|1094508.3.peg.2388	Tsac_2357	-	-	-	-	fig|31899.10.peg.931
TAG0850	-	-	fig|203119.11.peg.633,fig|203119.11.peg.634	Cthe_0608,Cthe_0609	fig|394503.7.peg.1812,fig|394503.7.peg.1813	Ccel_1760,Ccel_1761	-
TAG0851	fig|1094508.3.peg.2076	Tsac_2050	fig|203119.11.peg.1131	Cthe_1073	fig|394503.7.peg.593	Ccel_0572	fig|31899.10.peg.1757
TAG0852	-	-	fig|203119.11.peg.1858	Cthe_1762	fig|394503.7.peg.486	Ccel_0468	fig|31899.10.peg.134
TAG0873	fig|1094508.3.peg.2462	Tsac_2427	fig|203119.11.peg.1728,fig|203119.11.peg.1819	-,Cthe_1722	fig|394503.7.peg.2923	Ccel_2837	-
TAG0874	fig|1094508.3.peg.1158	Tsac_1145	-	-	-	-	-
TAG0881	-	-	-	-	fig|394503.7.peg.3019	Ccel_2933	fig|31899.10.peg.2334
TAG0909	-	-	fig|203119.11.peg.641	Cthe_0615	fig|394503.7.peg.1258,fig|394503.7.peg.1434,fig|394503.7.peg.1808,fig|394503.7.peg.692	Ccel_1218,Ccel_1392,Ccel_1756,Ccel_0669	fig|31899.10.peg.1490,fig|31899.10.peg.1997,fig|31899.10.peg.2000
TAG0967	fig|1094508.3.peg.307	Tsac_0305	-	-	-	-	fig|31899.10.peg.333
TAG0999	-	-	fig|203119.11.peg.2175	Cthe_2049	-	-	-
TAG1009	fig|1094508.3.peg.17	Tsac_0016	fig|203119.11.peg.3389	Cthe_3174	fig|394503.7.peg.2143	Ccel_2085	fig|31899.10.peg.1493
TAG1020	fig|1094508.3.peg.2431	Tsac_2398	-	-	-	-	-
TAG1069	fig|1094508.3.peg.815	Tsac_0809	fig|203119.11.peg.190	Cthe_0178	fig|394503.7.peg.1385	Ccel_1344	fig|31899.10.peg.1735
TAG1073	fig|1094508.3.peg.552	Tsac_0548	fig|203119.11.peg.2518	Cthe_2366	fig|394503.7.peg.3569	Ccel_3487	fig|31899.10.peg.364
TAG1075	fig|1094508.3.peg.1032	Tsac_1020	fig|203119.11.peg.3115	Cthe_2912	fig|394503.7.peg.795	Ccel_0767	fig|31899.10.peg.2245
TAG1079	fig|1094508.3.peg.1016	Tsac_1004	fig|203119.11.peg.2899	Cthe_2725	fig|394503.7.peg.329	Ccel_0313	fig|31899.10.peg.1264
TAG1104	-	-	-	-	fig|394503.7.peg.1738	Ccel_1687	-
TAG1115	fig|1094508.3.peg.2038	Tsac_2012	fig|203119.11.peg.916	Cthe_0872	fig|394503.7.peg.3296	Ccel_3216	fig|31899.10.peg.2202
TAG1116	fig|1094508.3.peg.551	Tsac_0547	fig|203119.11.peg.2517	Cthe_2365	fig|394503.7.peg.3568	Ccel_3486	fig|31899.10.peg.363
TAG1120	fig|1094508.3.peg.1165	Tsac_1151	fig|203119.11.peg.2505	Cthe_2354	fig|394503.7.peg.3557	Ccel_3478	fig|31899.10.peg.1701
TAG1129	-	-	fig|203119.11.peg.2751	Cthe_2582	fig|394503.7.peg.1371	Ccel_1331	-
TAG1131	fig|1094508.3.peg.945	Tsac_0935	fig|203119.11.peg.2400	Cthe_2255	fig|394503.7.peg.87	Ccel_0083	fig|31899.10.peg.1081
TAG1142	fig|1094508.3.peg.830	Tsac_0823	fig|203119.11.peg.2831	Cthe_2659	fig|394503.7.peg.3162	Ccel_3083	fig|31899.10.peg.1092
TAG1144	fig|1094508.3.peg.381	Tsac_0375	-	-	-	-	-
TAG1163	fig|1094508.3.peg.819	Tsac_0812	fig|203119.11.peg.1486	Cthe_1402	fig|394503.7.peg.826	Ccel_0797	-
TAG1170	-	-	fig|203119.11.peg.2498	Cthe_2347	-	-	-
TAG1176	fig|1094508.3.peg.1446	Tsac_1426	fig|203119.11.peg.2779	Cthe_2609	fig|394503.7.peg.287	Ccel_0273	fig|31899.10.peg.1915
TAG1177	fig|1094508.3.peg.549	Tsac_0545	fig|203119.11.peg.2515	Cthe_2363	fig|394503.7.peg.3566	Ccel_3484	fig|31899.10.peg.361
TAG1189	fig|1094508.3.peg.2202,fig|1094508.3.peg.2259	Tsac_2175,Tsac_2232	-	-	-	-	-
TAG1196	-	-	fig|203119.11.peg.1431	Cthe_1352	fig|394503.7.peg.3015	Ccel_2929	fig|31899.10.peg.2330
TAG1215	fig|1094508.3.peg.1159	Tsac_1146	fig|203119.11.peg.2875	Cthe_2701	fig|394503.7.peg.3007	Ccel_2921	-
TAG1223	fig|1094508.3.peg.757	Tsac_0750	-	-	-	-	fig|31899.10.peg.2031
TAG1224	fig|1094508.3.peg.756	Tsac_0749	fig|203119.11.peg.2558,fig|203119.11.peg.3373	Cthe_2404,Cthe_3159	fig|394503.7.peg.2236,fig|394503.7.peg.25	Ccel_2175,Ccel_0023	fig|31899.10.peg.2032,fig|31899.10.peg.957
TAG1226	fig|1094508.3.peg.539	Tsac_0535	fig|203119.11.peg.2345	Cthe_2204	fig|394503.7.peg.139	Ccel_0132	-
TAG1248	fig|1094508.3.peg.672	Tsac_0664	fig|203119.11.peg.2223	Cthe_2095	fig|394503.7.peg.175	Ccel_0168	fig|31899.10.peg.719
TAG1261	-	-	fig|203119.11.peg.1756	Cthe_1659	-	-	-
TAG1264	-	-	fig|203119.11.peg.1755	Cthe_1658	fig|394503.7.peg.2138	Ccel_2080	-
TAG1271	fig|1094508.3.peg.619	Tsac_0611	fig|203119.11.peg.2662	Cthe_2502	fig|394503.7.peg.3519	Ccel_3440	fig|31899.10.peg.2977
TAG1277	fig|1094508.3.peg.633	Tsac_0625	fig|203119.11.peg.3326	Cthe_3114	-	-	fig|31899.10.peg.2131
TAG1296	fig|1094508.3.peg.546	Tsac_0542	fig|203119.11.peg.2529	Cthe_2377	fig|394503.7.peg.7	Ccel_0007	fig|31899.10.peg.357
TAG1332	-	-	fig|203119.11.peg.309,fig|203119.11.peg.3163	Cthe_0292,Cthe_2958	fig|394503.7.peg.432	Ccel_0418	-
TAG1361	fig|1094508.3.peg.639	Tsac_0631	fig|203119.11.peg.3301	Cthe_3090	fig|394503.7.peg.2497	Ccel_2422	fig|31899.10.peg.351
TAG1367	fig|1094508.3.peg.992	Tsac_0981	fig|203119.11.peg.1884	Cthe_1786	fig|394503.7.peg.352	Ccel_0336	fig|31899.10.peg.2611
TAG1368	-	-	fig|203119.11.peg.1883	Cthe_1785	fig|394503.7.peg.353	Ccel_0337	-
TAG1373	fig|1094508.3.peg.1315	Tsac_1301	-	-	-	-	-
TAG1383	-	-	fig|203119.11.peg.2357	Cthe_2215	fig|394503.7.peg.2059	Ccel_2001	-
TAG1386	fig|1094508.3.peg.2613	Tsac_2576	fig|203119.11.peg.2052	Cthe_1937	fig|394503.7.peg.3480	Ccel_3402	fig|31899.10.peg.2584
TAG1402	fig|1094508.3.peg.174	Tsac_0173	-	-	-	-	-
TAG1421	fig|1094508.3.peg.1433	Tsac_1413	fig|203119.11.peg.2913	Cthe_2739	fig|394503.7.peg.838	Ccel_0809	fig|31899.10.peg.1162
TAG1423	fig|1094508.3.peg.2561	Tsac_2526	-	-	fig|394503.7.peg.3538	Ccel_3459	fig|31899.10.peg.2039
TAG1452	fig|1094508.3.peg.2673	Tsac_2636	-	-	fig|394503.7.peg.1307	Ccel_1266	-
TAG1453	fig|1094508.3.peg.2672	Tsac_2635	-	-	fig|394503.7.peg.1308	Ccel_1267	-
TAG1454	fig|1094508.3.peg.2671	Tsac_2634	-	-	fig|394503.7.peg.1309	Ccel_1268	-
TAG1455	fig|1094508.3.peg.1054,fig|1094508.3.peg.1055,fig|1094508.3.peg.254,fig|1094508.3.peg.2670	Tsac_1042,Tsac_1043,Tsac_0253,Tsac_2633	fig|203119.11.peg.1901,fig|203119.11.peg.3137,fig|203119.11.peg.3139	Cthe_1801,Cthe_2934,Cthe_2936	fig|394503.7.peg.1222,fig|394503.7.peg.1310,fig|394503.7.peg.817,fig|394503.7.peg.819	Ccel_1184,Ccel_1269,Ccel_0789,Ccel_0791	fig|31899.10.peg.1321,fig|31899.10.peg.2196,fig|31899.10.peg.2197
TAG1457	fig|1094508.3.peg.2681	Tsac_2644	-	-	fig|394503.7.peg.1311	Ccel_1270	-
TAG1459	fig|1094508.3.peg.2678	Tsac_2641	-	-	fig|394503.7.peg.1312	Ccel_1271	-
TAG1460	fig|1094508.3.peg.2676	Tsac_2639	-	-	fig|394503.7.peg.1314	Ccel_1273	-
TAG1461	fig|1094508.3.peg.2674	Tsac_2637	-	-	-	-	-
TAG1465	fig|1094508.3.peg.294	Tsac_0292	fig|203119.11.peg.1108,fig|203119.11.peg.2807	Cthe_1051,Cthe_2636	fig|394503.7.peg.698	Ccel_0675	fig|31899.10.peg.1963
TAG1467	fig|1094508.3.peg.1496,fig|1094508.3.peg.2575	Tsac_1476,Tsac_2540	fig|203119.11.peg.2323	Cthe_2183	fig|394503.7.peg.3485	Ccel_3407	fig|31899.10.peg.1634
TAG1478	fig|1094508.3.peg.2721	Tsac_2683	fig|203119.11.peg.2391	Cthe_2248	fig|394503.7.peg.95	Ccel_0090	fig|31899.10.peg.2188
TAG1486	fig|1094508.3.peg.2720	Tsac_2682	fig|203119.11.peg.2390	Cthe_2247	fig|394503.7.peg.96	Ccel_0091	fig|31899.10.peg.2187
TAG1487	fig|1094508.3.peg.2719	Tsac_2681	fig|203119.11.peg.2389	Cthe_2246	fig|394503.7.peg.97	Ccel_0092	fig|31899.10.peg.2186
TAG1490	fig|1094508.3.peg.2713	Tsac_2675	fig|203119.11.peg.2382	Cthe_2239	fig|394503.7.peg.104	Ccel_0099	fig|31899.10.peg.2178
TAG1503	fig|1094508.3.peg.2145	Tsac_2118	fig|203119.11.peg.100	Cthe_0092	fig|394503.7.peg.2633	Ccel_2559	fig|31899.10.peg.1793
TAG1536	fig|1094508.3.peg.2515	Tsac_2480	-	-	fig|394503.7.peg.649	Ccel_0627	fig|31899.10.peg.2849
TAG1540	fig|1094508.3.peg.1160,fig|1094508.3.peg.2395	Tsac_1147,Tsac_2364	fig|203119.11.peg.2877	Cthe_2703	fig|394503.7.peg.3006	Ccel_2920	fig|31899.10.peg.2607
TAG1549	fig|1094508.3.peg.1257	Tsac_1243	fig|203119.11.peg.328	Cthe_0309	fig|394503.7.peg.1455	Ccel_1413	fig|31899.10.peg.1930
TAG1551	fig|1094508.3.peg.1371	Tsac_1357	fig|203119.11.peg.125	Cthe_0116	fig|394503.7.peg.2355	Ccel_2287	fig|31899.10.peg.733
TAG1552	fig|1094508.3.peg.2523	Tsac_2488	-	-	-	-	-
TAG1568	fig|1094508.3.peg.219	Tsac_0219	-	-	-	-	-
TAG1581	-	-	-	-	fig|394503.7.peg.2876	Ccel_2788	-
TAG1582	-	-	-	-	fig|394503.7.peg.2875	Ccel_2787	-
TAG1584	-	-	-	-	fig|394503.7.peg.2874	Ccel_2786	-
TAG1585	-	-	-	-	fig|394503.7.peg.2871	Ccel_2783	-
TAG1586	-	-	-	-	fig|394503.7.peg.2870	Ccel_2782	-
TAG1587	-	-	-	-	fig|394503.7.peg.2869	Ccel_2781	-
TAG1590	-	-	-	-	fig|394503.7.peg.2868	Ccel_2780	-
TAG1592	-	-	-	-	fig|394503.7.peg.2860	Ccel_2772	-
TAG1593	-	-	-	-	fig|394503.7.peg.2859	Ccel_2771	-
TAG1594	-	-	-	-	fig|394503.7.peg.2858	Ccel_2770	-
TAG1601	-	-	-	-	fig|394503.7.peg.2844	Ccel_2755	-
TAG1602	-	-	-	-	fig|394503.7.peg.2843	-	-
TAG1605	-	-	fig|203119.11.peg.1732	Cthe_1635	fig|394503.7.peg.2841	Ccel_2752	-
TAG1611	-	-	-	-	fig|394503.7.peg.2835	Ccel_2747	-
TAG1615	-	-	-	-	fig|394503.7.peg.2824	Ccel_2738	-
TAG1616	-	-	-	-	fig|394503.7.peg.2823	Ccel_2737	-
TAG1622	-	-	fig|203119.11.peg.547	Cthe_0522	-	-	-
TAG1631	fig|1094508.3.peg.527	Tsac_0523	fig|203119.11.peg.2401	Cthe_2256	fig|394503.7.peg.86	Ccel_0082	fig|31899.10.peg.1345
TAG1636	-	-	-	-	fig|394503.7.peg.2819	Ccel_2733	-
TAG1638	-	-	-	-	fig|394503.7.peg.2817	Ccel_2731	-
TAG1673	fig|1094508.3.peg.2624	Tsac_2587	fig|203119.11.peg.399	Cthe_0375	fig|394503.7.peg.2265	Ccel_2202	fig|31899.10.peg.1924
TAG1676	fig|1094508.3.peg.2617	Tsac_2580	fig|203119.11.peg.1317	Cthe_1248	fig|394503.7.peg.2245	Ccel_2183	fig|31899.10.peg.1939
TAG1677	fig|1094508.3.peg.2616	Tsac_2579	fig|203119.11.peg.1316	Cthe_1247	fig|394503.7.peg.2244	Ccel_2182	fig|31899.10.peg.1938
TAG1678	fig|1094508.3.peg.2615	Tsac_2578	fig|203119.11.peg.1315	Cthe_1246	fig|394503.7.peg.2243	Ccel_2181	fig|31899.10.peg.1937
TAG1682	fig|1094508.3.peg.100	Tsac_0099	-	-	-	-	-
TAG1683	fig|1094508.3.peg.102	Tsac_0101	-	-	-	-	-
TAG1684	fig|1094508.3.peg.1081	-	-	-	-	-	-
TAG1685	fig|1094508.3.peg.1083	Tsac_1071	-	-	-	-	-
TAG1686	fig|1094508.3.peg.1084	Tsac_1072	-	-	-	-	-
TAG1687	fig|1094508.3.peg.1088	Tsac_1076	-	-	-	-	-
TAG1688	fig|1094508.3.peg.1089	-	-	-	-	-	-
TAG1689	fig|1094508.3.peg.1090	-	-	-	-	-	-
TAG1690	fig|1094508.3.peg.1092	Tsac_1080	-	-	-	-	-
TAG1691	fig|1094508.3.peg.1093	Tsac_1081	-	-	-	-	-
TAG1692	fig|1094508.3.peg.1094	Tsac_1082	-	-	-	-	-
TAG1693	fig|1094508.3.peg.1097	Tsac_1085	-	-	-	-	-
TAG1694	fig|1094508.3.peg.1100	Tsac_1088	-	-	-	-	-
TAG1695	fig|1094508.3.peg.1101	Tsac_1089	-	-	-	-	-
TAG1696	fig|1094508.3.peg.1103	Tsac_1091	-	-	-	-	-
TAG1697	fig|1094508.3.peg.1104	-	-	-	-	-	-
TAG1698	fig|1094508.3.peg.1105	Tsac_1092	-	-	-	-	-
TAG1699	fig|1094508.3.peg.1106	Tsac_1093	-	-	-	-	-
TAG1700	fig|1094508.3.peg.1107	Tsac_1094	-	-	-	-	-
TAG1701	fig|1094508.3.peg.1108	Tsac_1095	-	-	-	-	-
TAG1702	fig|1094508.3.peg.1109	Tsac_1096	-	-	-	-	-
