R00985	-91.96	7.53
R00986	-106.21	7.58
R00994	-2.53	4.7
R00999	-58.86	4.72
R01010	-14.96	2.17
R01015	5.58	0.55
R01030	-40.94023771	4
R01049	-0.31	1.45
R01054	-22.66	3.82
R01056	2.08	0.76
R01057	-11.48	1.52
R01061	4.6	0.41
R01066	20.3	1.51
R01067	10.19	1.92
R01068	22.39	0.53
R01071	95.84843503	4
R01072	60.44	2.72
R01073	60.21	3.62
R01074	-20.30526448	4
R01078	-213.7023329	4
R01082	3.43	0.28
R01083	16.14	1.38
R01086	11.48	2.93
R01090	0.35	1.58
R01092	-13.77	1.51
R01100	-10.74	1.05
R01101	-10.72	1.69
R01103	2.23	4.38
R01104	-2.09	3.02
R01127	19.59	5.44
R01130	19.53	3.98
R01132	28.91	1.58
R01135	4.72	2.13
R01150	-25.73	4.25
R01157	-58.59	6.31
R01158	-10.12	2.24
R01175	32.27	3.91
R01183	-2.53	1.66
R01194	-3.01	2.38
R01196	-18.04	6.67
R01199	-1.79	8.02
R01209	-36.93	1.4
R01210	-22.12	3.35
R01213	23.65	1.35
R01214	1.75	3.47
R01216	19.08	5.08
R01220	8.77	1.14
R01224	-43.4	4.19
R01226	6.28	5.05
R01229	29.62	2.22
R01230	-67.76484831	4
R01248	-50.29	2.95
R01251	-50.16	2.93
R01280	-10.73	6.42
R01287	-64.5	5.45
R01288	-56.58	5.78
R01325	8.47	1.13
R01326	-16.85	1.42
R01329	4.39	2.9
R01353	32.68	2.82
R01373	-67.58	11.32
R01397	-22.21	2.93
R01398	-29.95	2.93
R01402	10.74	2.93
R01432	3.67	0.58
R01433_kz	57.34220478	4
R01444	-13.78	3.05
R01445_kz	-14.29277709	4
R01466	-29.38	2.81
R01470	-39.1260088	4
R01482	0.61	2.93
R01512	-19.32	0.44
R01513	33.93	0.56
R01514	-12.85	0.63
R01518	4.52	0.36
R01526	-25.09	1.78
R01529	-3.39	1.15
R01541	-20.15	3.87
R01542	-12.21	3.71
R01555	2.6	1.53
R01561	8.38	1.33
R01570	5.02	4.48
R01579	-19.92	3.93
R01580	-0.25	2.92
R01639	-22.35	2.03
R01641	3.88	1.92
R01651	-23.4	4.14
R01652	-16.81	4.33
R01655	-4.7	0.92
R01658	-76.62	2.79
R01663	-24.36	2.53
R01665	0.95	2.93
R01668	-42.81	2.43
R01714	-45.82	3.83
R01715	-48.67	4.64
R01716	-17.89	3.06
R01718	-8.43	0.85
R01724	-35.06	2.95
R01728	-10.53	11.29
R01737	-10.01	3.21
R01761	4.9	1.69
R01762	-16.50003323	4
R01771	-37.09	4.49
R01775	22.39	1.7
R01776	-28.54	4.73
R01785	12.83	1.94
R01790_kz	6.434405969	4
R01818	4.52	1.5
R01826	-74.59	2.35
R01829	20.84	2.81
R01855	-44.23	2.43
R01859	-2.74	5.26
R01863	8.81	1.07
R01869	9.68	1.2
R01870	-8.93	1.31
R01876	-0.14	1.31
R01878	-15.4	1.11
R01900	1.62	1.13
R01902	-23.51	2.49
R01920	21.7868147	4
R01954	1.35	1.47
R01969	16.73	3.77
R01983	1.34	2.07
R01993	-4.42	1.69
R02003	-77.97	2.94
R02036	-42.84	2.57
R02059	-7.92	3.78
R02060	-2.67	1.69
R02061	-77.97	2.94
R02071	-15.53	1.3
R02090	4.61	2.93
R02093	0.08	2.62
R02094	-1.46	2.93
R02098	1.02	1.29
R02100	-37.26	2.56
R02110	0	4
R02112_kz	21.10093745	4
R02135	-70.54	4.46
R02142	25.14	2.44
R02147	11.78	2.07
R02199	-5.9	3.52
R02236	15.71	3.13
R02237	-18.1	3.37
R02258	26.46	1.5
R02262	19.76	2.93
R02263	6.37	2.93
R02272	8.98	0.67
R02282	2.3	2.93
R02283	-2.96	3.37
R02291	-20.35	1.69
R02294	-15.02	2.93
R02295	9.64	3.09
R02296	16.29	2.41
R02297	11.08	2.93
R02298	23.72	4.7
R02301	-72.72	7.55
R02322	2.66	5.58
R02328	1.17	2.93
R02340	19.2	2.93
R02360_kz	10.23088551	4
R02412	-23.7	2.84
R02413	9.45	1.31
R02421	-149.4756225	4
R02437	0.13	1.69
R02439	-11.29	2.29
R02454	-16.58	1.83
R02472	18.88	2.93
R02473	-44.43	1.33
R02484	2.47	2.7
R02485	-21.75	1.98
R02508	61.73	5.57
R02539	-11.2	2
R02557	10.01	3.39
R02558	-10.43	1.8
R02568	28.91	1.15
R02649	24.35	3.08
R02707	22.36	1.85
R02720	-47.44	2.56
R02722	-31.54	3.14
R02727	5.38	1.19
R02728	-7.37	0.74
R02733	-7.14	2.34
R02734	7.96	3.74
R02735	-1.65	2.93
R02748	9.23	1.69
R02749	-3.745733726	4
R02777	-1.22	1.59
R02783	-30.54	3.2
R02788	-24.8	2.27
R02853	-16.21	2.69
R02864	-3.657159492	4
R02869	20.32566573	4
R02887_kz	-27.65	6.14
R02926	15.73	3.17
R02971	-16.38	1.24
R02984	2.23	1.95
R02985	-3.7	1.77
R03005	-24.89	4.7
R03013	-18.27	2.18
R03014	-1.8	2.76
R03018	-9.38	4.12
R03024	-75.42651939	4
R03035	-20.77	5.18
R03066	-26.73	2.99
R03067	-62.1	6.52
R03083	-150.53	6.26
R03084	-5.29	2.07
R03132	-80.05514163	4
R03163	5.46	2.93
R03165	-242.5116416	4
R03171	-22.12	3.35
R03182	11.81	6.85
R03191	-58.48	1.28
R03192	-58.35	1.3
R03193	-28.23	2.29
R03194	161.8915395	4
R03197	-33.84	12.42
R03217	-69.65	5.24
R03223	-28.84	2.93
R03231	-0.58	0
R03241	-17.86	3.01
R03243	-8.29	2.93
R03260	-61.73	5.57
R03269	-21.24	3.09
R03291	-50.12	7.2
R03293	-49.99	7.2
R03313	10.77	1.62
R03348	28.89	4.3
R03443	7.69	1.62
R03457	-41.23	1.95
R03458	28.36	1.68
R03459	26.51958204	4
R03460	-16.73	2.3
R03471	-9.24	1.24
R03472	-176.7662912	4
R03503	-2.15	5.89
R03508	-75.35	6.01
R03509	-9.83	1.35
R03531	-47.44	2.56
R03601	291.7594098	4
R03634	0.47	2.38
R03801	-13.88	6.85
R03802	-12.93	1.78
R03896	9.36	2.41
R03898	8.8	2.83
R03947	-12.35473492	4
R03968	0.37	1.91
R04001	-3.71	1.9
R04035	-42.82966236	4
R04037	24.22801332	4
R04112	0.87	2.32
R04144	-26.12	2.32
R04173	10.9	0.38
R04198	-50.6	1.5
R04199	-50.47	1.51
R04206	-5.56	1.48
R04208	-40.77891824	4
R04231	-51.77	4.96
R04292	217.31	4.24
R04325	1.4	5.69
R04326	-3.3	5.67
R04378	36.95	3.67
R04383	-2	0.47
R04391	-15.37	1.24
R04405	-38.91	6.19
R04420	-10.1	2.47
R04426	18.69	0.99
R04440	18.54	1.01
R04441	-36.93	1.4
R04457	-96.09	8.43
R04463	20.19697614	4
R04509	8.21	4.47
R04559	23.28	2.93
R04560	7.04	2.93
R04573	-30.62	1.74
R04591	-72.11	5.21
R04617	-30.65	1.74
R04620	-77.18	6.94
R04639	-36.91	9.3
R04640	-9.77	1.35
R04672	0.62	1.92
R04751	37.65	3.66
R04771	-77.78445367	4
R04783	-12.93	1.78
R04936	56.10386306	4
R04944	254.6431726	4
R04945	254.162309	4
R04946	264.9765846	4
R04972	-33.84	12.42
R04998	25.64	4.21
R05030	-10.52	2.3
R05032	-12.56	3.49
R05046	-38.22	6.63
R05048	-9.77	1.35
R05052	-9.41	1.91
R05068	18.54	1.01
R05069	0	0
R05070	-36.93	1.4
R05071	0	0
R05085	-10.74	1.91
R05086	-15.08	1.25
R05141	-12.93	1.78
R05142	-12.93	1.78
R05168	-6.96	1.82
R05332	-19.44	3.91
R05549	11.61	5.08
R05553	-88.32	7.81
R05605	16.24	2.07
R05606	-34.56	3.66
R05627	-31.5	1.3
R05629	1.44	3.45
R05630	1.44	3.45
R05633	-9.22	1.66
R05634	-6.99	4.27
R05636	-32.05	3.37
R05662	-12.56	3.49
R05679	-18.24	1.5
R05680	-18.11	1.52
R05688	15.9	1.23
R05711	41.76820708	4
R05789	-15.66	1.33
R05839	1.25	3.64
R05850	-0.5	1.31
R05884	-76.56	6.15
R06447	-623.79	23.53
R06513	-47.53	2.99
R06514	-15.4	1.9
R06590	-0.3897804766	4
R06613	-70.34	2.72
R06895	-289.1445858	4
R07133	14.59	1.73
R07159	-26.1	5.9
R07161	10.52	6.88
R07168	-43.53	4.18
R07175	-12.5	3.37
R07237	87.98258435	4
R07238	73.90895519	4
R07264_kz	0.6	2.61
R07280	-15.21	1.25
R07281	-85.33	2.06
R07399	-43.32	2.64
R07404	-57.35	6.04
R07405	-30.97808103	4
R07413	-8.86	2.73
R07456	-305.63	5.17
R07605	19.64983466	4
R07613	-60.54	4.93
R08127	31.07	4.43
R08198	21.26	1.87
R08210	81.41	6.15
R08221	-21.06	1.98
R08231	-28.91	2.61
R08238	-28.84	2.61
R08240	223.0915021	4
R08244	-254.6459479	4
R08260	26.77	4.43
R08359	21.78681531	4
R08368	18.42	2.57
R08553	22.66	4.74
R08575	-0.87	1.41
R08612_kz	4.206189568	4
R08614_kz	7.885365628	4
R08648	-21.15	4.91
R08924	-8.48	1.44
R09030	-2	0.47
R09099	-11.52	2.93
R09365	-51.5566285	4
R09394	-262.2962694	4
R09592	-25.44	2.4
R09593	-11.12	5.36
R09660	-20.6	2.7
R09726	820.9429364	4
R09942	12.7	2.35
R09952	0	0
R09978	-3.812173096	4
R10002	-57.62	6.41
R10035	-10.43	1.8
R10039	-15.11	4.43
R10040	-15.11	4.43
R10089	-303.55	5.17
R10147	-99	5.47
R10170	-4.09	0.67
R10244	12.62	2.66
R10339	-62.1	6.52
R10712	-40.13	4.31
R10810	0	0
R10811_kz	32.69177977	4
R10867	4.81	3.45
R11308_kz	-14.86	6.85
R11308_kz2	-40.45	5.95
R11312	-41.70082185	4
R11323	-36.33	2.61
R11398_kz	5.83	3.16
R11624	-1.68	1.83
R11633	-59.36	4.23
R11634	-65.32	5.15
R11635	-67.71	4.06
R11636	-60.85	3.96
R11719	-3.367116338	4
R12152	-62.25433561	4
Ram106B	3.85299404	4
RhiN	27.51628767	4
RibU	-27.37	0.3
THZPSN	-238.645806	4
TP_CO	0	4
TP_CO2	0	4
TP_H2	0	4
TP_NH3	0	4
ThiT	0	4
TrkH	0	4
XLBASE	9.72	4.5
XOSASE	4.206238215	4
XylS	65.06841975	4
Xylase	8.412320272	4
XyloseABC	-27.37	0.3
Zn2efflux	0	4
axosABC	-28.10490011	4
caEfflux	-27.37	0.3
celbABC	-27.37	0.3
coEfflux	-27.37	0.3
cosABC	-27.37	0.3
cuEfflux	-27.37	0.3
cysT	0	4
fe2t	-24.56	1.35
fucABC	-27.37	0.3
hco3	-5.19	3.1
hco3ABC	-27.37	0.3
ileABC	-27.37	0.3
kojABC	-27.37	0.3
lacABC	-27.37	0.3
leuABC	-27.37	0.3
malABC	-27.37	0.3
malateT	0	4
manABC	-27.37	0.3
mdosABC	-28.10490011	4
melibABC	-27.37	0.3
moABC	-27.37	0.3
mosABC	-28.10490011	4
nh4	0	0
nh4t	0	4
niUpt	-27.37	0.3
piABC	-27.37	0.3
piH	-17.02	0.19
pit	0	4
posABC	-28.10490011	4
posABC-2	-28.10490011	4
rhaABC	-27.37	0.3
rhaosABC	-28.10490011	4
starchASE	4.206189568	4
trehABC	-27.37	0.3
uraUpt	0	4
valABC	-27.37	0.3
vb12ABC	-27.37	0.3
wo4ABC	-27.37	0.3
xgosABC-1	-28.10490011	4
xgosABC-2	-28.10490011	4
xosABC	-28.10490011	4
xosABC-2	-28.10490011	4
znABC	-27.37	0.3
znEfflux	-27.37	0.3
R07160	-6.14	6.75
R08566	-7.42	7.16
R08567	-6.14	6.75
R00228	17.62	1.2
R00754	-21.11	0.32
Rnf_Na	-15.98	5.89
