fig|31899.10.peg.108|SAMN05216182_0036	WP_015908882.1	100	716	0	0	1	716	1	716	0	1449	716	716
fig|31899.10.peg.110|SAMN05216182_0037	WP_011915897.1	100	138	0	0	1	138	1	138	2.36E-98	279	138	138
fig|31899.10.peg.112|SAMN05216182_0038	WP_015908883.1	100	363	0	0	1	363	1	363	0	719	363	363
fig|31899.10.peg.113|SAMN05216182_0039	WP_015908884.1	100	472	0	0	1	472	1	472	0	929	472	472
fig|31899.10.peg.116|SAMN05216182_0042	WP_015908886.1	100	1608	0	0	1	1608	1	1608	0	3256	1608	1608
fig|31899.10.peg.121|SAMN05216182_0050	WP_015908887.1	100	401	0	0	1	401	1	401	0	811	401	401
fig|31899.10.peg.122|SAMN05216182_0051	WP_015908888.1	100	340	0	0	1	340	1	340	0	690	340	340
fig|31899.10.peg.123|SAMN05216182_0052	WP_015908889.1	100	540	0	0	1	540	1	540	0	1121	540	540
fig|31899.10.peg.124|SAMN05216182_0053	WP_015908890.1	100	289	0	0	1	289	1	289	0	574	289	289
fig|31899.10.peg.125|SAMN05216182_0054	WP_015908891.1	100	302	0	0	1	302	1	302	0	607	302	302
fig|31899.10.peg.126|SAMN05216182_0055	WP_015908892.1	100	576	0	0	1	576	1	576	0	1183	576	576
fig|31899.10.peg.127|SAMN05216182_0056	WP_015908893.1	100	216	0	0	1	216	1	216	2.67E-161	445	216	216
fig|31899.10.peg.128|SAMN05216182_0057	WP_015908894.1	100	996	0	0	1	996	1	996	0	2067	996	996
fig|31899.10.peg.129|SAMN05216182_0058	WP_015908895.1	100	213	0	0	1	213	1	213	6.60E-152	421	213	213
fig|31899.10.peg.130|SAMN05216182_0059	WP_015908896.1	100	172	0	0	1	172	1	172	1.10E-115	326	172	172
fig|31899.10.peg.131|SAMN05216182_0060	WP_015908897.1	100	189	0	0	1	189	1	189	8.22E-134	373	189	189
fig|31899.10.peg.133|SAMN05216182_0061	WP_015908898.1	100	368	0	0	1	368	1	368	0	756	368	368
fig|31899.10.peg.134|SAMN05216182_0062	WP_015908899.1	100	388	0	0	1	388	1	388	0	766	388	388
fig|31899.10.peg.135|SAMN05216182_0063	WP_013429342.1	100	230	0	0	1	230	1	230	2.29E-168	464	230	230
fig|31899.10.peg.140|SAMN05216182_0067	WP_015908904.1	100	73	0	0	1	73	1	73	4.79E-48	146	73	73
fig|31899.10.peg.142|SAMN05216182_0069	WP_015908906.1	100	279	0	0	1	279	1	279	0	555	279	279
fig|31899.10.peg.143|SAMN05216182_0070	WP_015908907.1	100	336	0	0	1	336	1	336	0	679	336	336
fig|31899.10.peg.146|SAMN05216182_0073	WP_015908910.1	100	193	0	0	1	193	1	193	7.58E-141	391	193	193
fig|31899.10.peg.147|SAMN05216182_0079	WP_015908911.1	100	235	0	0	1	235	1	235	2.60E-177	487	235	235
fig|31899.10.peg.148|SAMN05216182_0080	WP_015908912.1	100	877	0	0	1	877	1	877	0	1771	877	877
fig|31899.10.peg.149|SAMN05216182_0081	WP_015908913.1	100	491	0	0	1	491	1	491	0	988	491	491
fig|31899.10.peg.150|SAMN05216182_0082	WP_015908914.1	100	239	0	0	1	239	1	239	1.12E-163	453	239	239
fig|31899.10.peg.151|SAMN05216182_0083	WP_015908915.1	100	72	0	0	1	72	1	72	1.45E-47	145	72	72
fig|31899.10.peg.152|SAMN05216182_0084	WP_015908916.1	100	169	0	0	1	169	1	169	2.69E-117	330	169	169
fig|31899.10.peg.153|SAMN05216182_0085	WP_041727244.1	100	116	0	0	1	116	1	116	9.84E-83	238	116	116
fig|31899.10.peg.155|SAMN05216182_0087	WP_015908919.1	100	108	0	0	1	108	1	108	4.03E-73	213	108	108
fig|31899.10.peg.156|SAMN05216182_0088	WP_015908920.1	100	246	0	0	1	246	1	246	1.01E-180	497	246	246
fig|31899.10.peg.157|SAMN05216182_0089	WP_015908921.1	100	416	0	0	1	416	1	416	0	852	416	416
fig|31899.10.peg.158|SAMN05216182_0090	WP_015908922.1	100	395	0	0	1	395	1	395	0	784	395	395
fig|31899.10.peg.159|SAMN05216182_0091	WP_015908923.1	100	549	0	0	1	549	1	549	0	1098	549	549
fig|31899.10.peg.160|SAMN05216182_0092	WP_015908924.1	100	220	0	0	1	220	1	220	2.73E-159	441	220	220
fig|31899.10.peg.162|SAMN05216182_0093	WP_015908925.1	100	62	0	0	1	62	1	62	7.52E-37	117	62	62
fig|31899.10.peg.163|SAMN05216182_0094	WP_015908926.1	100	212	0	0	1	212	1	212	4.31E-152	421	212	212
fig|31899.10.peg.164|SAMN05216182_0095	WP_015908927.1	100	182	0	0	1	182	1	182	2.58E-126	353	182	182
fig|31899.10.peg.165|SAMN05216182_0096	WP_015908928.1	100	583	0	0	1	583	1	583	0	1142	583	583
fig|31899.10.peg.166|SAMN05216182_0097	WP_015908929.1	100	74	0	0	1	74	1	74	7.26E-44	135	74	74
fig|31899.10.peg.169|SAMN05216182_0099	WP_015908931.1	100	578	0	0	1	578	1	578	0	1181	578	578
fig|31899.10.peg.170|SAMN05216182_0100	WP_015908932.1	100	165	0	0	1	165	1	165	2.82E-119	334	165	165
fig|31899.10.peg.172|SAMN05216182_0101	WP_015908933.1	100	245	0	0	1	245	1	245	1.88E-168	466	245	245
fig|31899.10.peg.173|SAMN05216182_0102	WP_015908934.1	100	163	0	0	1	163	1	163	1.03E-116	328	163	163
fig|31899.10.peg.174|SAMN05216182_0103	WP_011916100.1	100	321	0	0	1	321	1	321	0	635	321	321
fig|31899.10.peg.175|SAMN05216182_0104	WP_015908935.1	100	381	0	0	1	381	1	381	0	761	381	381
fig|31899.10.peg.176|SAMN05216182_0105	WP_015908936.1	100	372	0	0	1	372	1	372	0	738	372	372
fig|31899.10.peg.178|SAMN05216182_0106	WP_015908937.1	100	372	0	0	1	372	1	372	0	751	372	372
fig|31899.10.peg.179|SAMN05216182_0107	WP_015908938.1	100	211	0	0	1	211	1	211	6.43E-153	424	211	211
fig|31899.10.peg.183|SAMN05216182_0109	WP_015908941.1	100	317	0	0	1	317	1	317	0	630	317	317
fig|31899.10.peg.184	WP_015908942.1	100	65	0	0	1	65	1	65	2.17E-43	134	65	65
fig|31899.10.peg.185	WP_015908943.1	100	121	0	0	1	121	1	121	3.38E-84	242	121	121
fig|31899.10.peg.186|SAMN05216182_0111	WP_015908944.1	100	539	0	0	1	539	1	539	0	1106	539	539
fig|31899.10.peg.188|SAMN05216182_0113	WP_015908946.1	100	142	0	0	1	142	1	142	3.51E-100	284	142	142
fig|31899.10.peg.193|SAMN05216182_0116	WP_015908949.1	100	158	0	0	1	158	1	158	3.59E-116	326	158	158
fig|31899.10.peg.195|SAMN05216182_0117	WP_015908950.1	100	98	0	0	1	98	1	98	1.72E-67	197	98	98
fig|31899.10.peg.196|SAMN05216182_0118	WP_015908951.1	100	323	0	0	1	323	1	323	0	632	323	323
fig|31899.10.peg.197|SAMN05216182_0119	WP_015908952.1	100	81	0	0	1	81	1	81	6.11E-52	157	81	81
fig|31899.10.peg.198|SAMN05216182_0120	WP_015908953.1	100	304	0	0	1	304	1	304	0	631	304	304
fig|31899.10.peg.199|SAMN05216182_0121	WP_013291477.1	100	131	0	0	1	131	1	131	1.67E-94	269	131	131
fig|31899.10.peg.200|SAMN05216182_0122	WP_015908954.1	100	216	0	0	1	216	1	216	1.22E-159	441	216	216
fig|31899.10.peg.201|SAMN05216182_0123	WP_015908955.1	100	474	0	0	1	474	1	474	0	932	474	474
fig|31899.10.peg.202|SAMN05216182_0124	WP_015908956.1	100	218	0	0	1	218	1	218	5.90E-160	442	218	218
fig|31899.10.peg.203|SAMN05216182_0125	WP_015908957.1	100	351	0	0	1	351	1	351	0	721	351	351
fig|31899.10.peg.204|SAMN05216182_0126	WP_015908958.1	100	814	0	0	1	814	1	814	0	1679	814	814
fig|31899.10.peg.205|SAMN05216182_0127	WP_015908959.1	100	461	0	0	1	461	1	461	0	926	461	461
fig|31899.10.peg.209|SAMN05216182_0129	WP_015908960.1	100	360	0	0	1	360	1	360	0	737	360	360
fig|31899.10.peg.210|SAMN05216182_0130	WP_015908961.1	100	307	0	0	1	307	1	307	0	635	307	307
fig|31899.10.peg.211|SAMN05216182_0131	WP_015908962.1	100	784	0	0	1	784	1	784	0	1597	784	784
fig|31899.10.peg.212|SAMN05216182_0132	WP_015908963.1	100	369	0	0	1	369	1	369	0	745	369	369
fig|31899.10.peg.215|SAMN05216182_0135	WP_013404366.1	100	87	0	0	1	87	1	87	5.21E-60	178	87	87
fig|31899.10.peg.216|SAMN05216182_0136	WP_015908965.1	100	330	0	0	1	330	1	330	0	673	330	330
fig|31899.10.peg.218|SAMN05216182_0138	WP_015908967.1	100	807	0	0	1	807	1	807	0	1654	807	807
fig|31899.10.peg.219|SAMN05216182_0139	WP_015908968.1	100	250	0	0	1	250	1	250	0	518	250	250
fig|31899.10.peg.220|SAMN05216182_0140	WP_015908969.1	100	301	0	0	1	301	1	301	0	610	301	301
fig|31899.10.peg.221|SAMN05216182_0141	WP_015908970.1	100	686	0	0	1	686	1	686	0	1392	686	686
fig|31899.10.peg.233|SAMN05216182_0144	WP_015908974.1	100	362	0	0	1	362	1	362	0	744	362	362
fig|31899.10.peg.234|SAMN05216182_0145	WP_015908975.1	100	560	0	0	1	560	1	560	0	1139	560	560
fig|31899.10.peg.235|SAMN05216182_0146	WP_015908976.1	100	184	0	0	1	184	1	184	1.14E-134	375	184	184
fig|31899.10.peg.236|SAMN05216182_0147	WP_015908977.1	100	255	0	0	1	255	1	255	0	520	255	255
fig|31899.10.peg.237|SAMN05216182_0148	WP_015908978.1	100	118	0	0	1	118	1	118	1.14E-82	238	118	118
fig|31899.10.peg.238|SAMN05216182_0149	WP_015908979.1	100	320	0	0	1	320	1	320	0	632	320	320
fig|31899.10.peg.245|SAMN05216182_0152	WP_015908981.1	100	80	0	0	1	80	1	80	3.49E-52	157	80	80
fig|31899.10.peg.248|SAMN05216182_0153	WP_015908982.1	100	331	0	0	1	331	1	331	0	669	331	331
fig|31899.10.peg.251|SAMN05216182_0154	WP_015908983.1	100	101	0	0	1	101	1	101	1.64E-67	198	101	101
fig|31899.10.peg.252	WP_049760268.1	100	206	0	0	1	206	1	206	1.49E-155	430	206	206
fig|31899.10.peg.257|SAMN05216182_0158	WP_015908984.1	100	441	0	0	1	441	1	441	0	895	441	441
fig|31899.10.peg.260|SAMN05216182_0160	WP_015908985.1	100	463	0	0	1	463	1	463	0	938	463	463
fig|31899.10.peg.272|SAMN05216182_0164	WP_015908987.1	100	591	0	0	1	591	1	591	0	1208	591	591
fig|31899.10.peg.273|SAMN05216182_0165	WP_015908988.1	100	552	0	0	1	552	1	552	0	1122	552	552
fig|31899.10.peg.274|SAMN05216182_0166	WP_015908989.1	100	562	0	0	1	562	1	562	0	1150	562	562
fig|31899.10.peg.275|SAMN05216182_0167	WP_015908990.1	100	409	0	0	1	409	1	409	0	815	409	409
fig|31899.10.peg.280|SAMN05216182_0170	WP_015908991.1	100	249	0	0	1	249	1	249	0	508	249	249
fig|31899.10.peg.281|SAMN05216182_0171	WP_015908992.1	100	161	0	0	1	161	1	161	8.14E-118	330	161	161
fig|31899.10.peg.282|SAMN05216182_0172	WP_015908993.1	100	194	0	0	1	194	1	194	1.74E-142	395	194	194
fig|31899.10.peg.283|SAMN05216182_0173	WP_015908994.1	100	608	0	0	1	608	1	608	0	1228	608	608
fig|31899.10.peg.284|SAMN05216182_0174	WP_015908995.1	100	514	0	0	1	514	1	514	0	1025	514	514
fig|31899.10.peg.285|SAMN05216182_0175	WP_015908996.1	100	691	0	0	1	691	1	691	0	1390	691	691
fig|31899.10.peg.286|SAMN05216182_0176	WP_015908997.1	100	170	0	0	1	170	1	170	8.82E-124	346	170	170
fig|31899.10.peg.287|SAMN05216182_0177	WP_015908998.1	100	207	0	0	1	207	1	207	1.61E-153	425	207	207
fig|31899.10.peg.288|SAMN05216182_0178	WP_015908999.1	100	390	0	0	1	390	1	390	0	788	390	390
fig|31899.10.peg.289|SAMN05216182_0179	WP_015909000.1	100	334	0	0	1	334	1	334	0	680	334	334
fig|31899.10.peg.290|SAMN05216182_0180	WP_015909001.1	100	266	0	0	1	266	1	266	0	543	266	266
fig|31899.10.peg.291|SAMN05216182_0181	WP_015909002.1	100	137	0	0	1	137	1	137	1.14E-98	280	137	137
fig|31899.10.peg.292|SAMN05216182_0182	WP_015909003.1	100	837	0	0	1	837	1	837	0	1714	837	837
fig|31899.10.peg.296|SAMN05216182_0185	WP_015909005.1	100	116	0	0	1	116	1	116	1.82E-81	234	116	116
fig|31899.10.peg.301|SAMN05216182_0188	WP_013404392.1	100	78	0	0	1	78	1	78	4.63E-51	154	78	78
fig|31899.10.peg.302|SAMN05216182_0189	WP_015909007.1	100	280	0	0	1	280	1	280	0	570	280	280
fig|31899.10.peg.305|SAMN05216182_0190	WP_015909008.1	100	181	0	0	1	181	1	181	7.75E-130	362	181	181
fig|31899.10.peg.306|SAMN05216182_0191	WP_015909009.1	100	269	0	0	1	269	1	269	0	549	269	269
fig|31899.10.peg.307|SAMN05216182_0192	WP_041727261.1	100	242	0	0	1	242	1	242	5.27E-176	484	242	242
fig|31899.10.peg.310|SAMN05216182_0194	WP_015909011.1	100	478	0	0	1	478	1	478	0	982	478	478
fig|31899.10.peg.311|SAMN05216182_0195	WP_041727263.1	100	132	0	0	1	132	1	132	1.75E-96	274	132	132
fig|31899.10.peg.312|SAMN05216182_0196	WP_015909013.1	100	83	0	0	1	83	1	83	1.58E-57	171	83	83
fig|31899.10.peg.323|SAMN05216182_0198	WP_015909014.1	100	99	0	0	1	99	1	99	3.25E-66	194	99	99
fig|31899.10.peg.324|SAMN05216182_0199	WP_015909015.1	100	784	0	0	1	784	1	784	0	1591	784	784
fig|31899.10.peg.325|SAMN05216182_0200	WP_015909016.1	100	261	0	0	1	261	1	261	0	525	261	261
fig|31899.10.peg.328|SAMN05216182_0201	WP_015909018.1	100	628	0	0	1	628	1	628	0	1290	628	628
fig|31899.10.peg.329|SAMN05216182_0202	WP_015909019.1	100	265	0	0	1	265	1	265	0	543	265	265
fig|31899.10.peg.330|SAMN05216182_0203	WP_015909020.1	100	408	0	0	1	408	1	408	0	847	408	408
fig|31899.10.peg.331|SAMN05216182_0205	WP_015909022.1	100	741	0	0	1	741	1	741	0	1522	741	741
fig|31899.10.peg.332|SAMN05216182_0206	WP_015909023.1	100	170	0	0	1	170	1	170	9.69E-125	348	170	170
fig|31899.10.peg.333|SAMN05216182_0207	WP_013404408.1	100	49	0	0	1	49	1	49	9.32E-30	98.2	49	49
fig|31899.10.peg.334|SAMN05216182_0208	WP_013431413.1	100	70	0	0	1	70	1	70	2.40E-45	139	70	70
fig|31899.10.peg.335|SAMN05216182_0209	WP_013404410.1	100	70	0	0	1	70	1	70	8.15E-47	143	70	70
fig|31899.10.peg.336|SAMN05216182_0210	WP_015909024.1	100	152	0	0	1	152	1	152	3.30E-105	298	152	152
fig|31899.10.peg.337|SAMN05216182_0211	WP_015909025.1	100	336	0	0	1	336	1	336	0	694	336	336
fig|31899.10.peg.338|SAMN05216182_0212	WP_015909026.1	100	117	0	0	1	117	1	117	3.29E-77	224	117	117
fig|31899.10.peg.341|SAMN05216182_0215	WP_015909028.1	100	136	0	0	1	136	1	136	9.78E-93	265	136	136
fig|31899.10.peg.342|SAMN05216182_0216	WP_015909029.1	100	195	0	0	1	195	1	195	3.35E-142	395	195	195
fig|31899.10.peg.343|SAMN05216182_0217	WP_013404418.1	100	86	0	0	1	86	1	86	6.74E-55	165	86	86
fig|31899.10.peg.344|SAMN05216182_0218	WP_015909030.1	100	133	0	0	1	133	1	133	1.07E-90	259	133	133
fig|31899.10.peg.345|SAMN05216182_0219	WP_015909031.1	100	1016	0	0	1	1016	1	1016	0	2053	1016	1016
fig|31899.10.peg.346|SAMN05216182_0220	WP_015909032.1	100	335	0	0	1	335	1	335	0	672	335	335
fig|31899.10.peg.347|SAMN05216182_0221	WP_015909033.1	100	437	0	0	1	437	1	437	0	890	437	437
fig|31899.10.peg.348|SAMN05216182_0222	WP_015909034.1	100	74	0	0	1	74	1	74	1.02E-46	143	74	74
fig|31899.10.peg.349|SAMN05216182_0223	WP_015909035.1	100	669	0	0	1	669	1	669	0	1338	669	669
fig|31899.10.peg.350|SAMN05216182_0224	WP_015909036.1	100	333	0	0	1	333	1	333	0	680	333	333
fig|31899.10.peg.351|SAMN05216182_0225	WP_015909037.1	100	278	0	0	1	278	1	278	0	564	278	278
fig|31899.10.peg.352|SAMN05216182_0226	WP_015909038.1	100	209	0	0	1	209	1	209	1.09E-147	410	209	209
fig|31899.10.peg.353|SAMN05216182_0227	WP_015909039.1	100	344	0	0	1	344	1	344	0	691	344	344
fig|31899.10.peg.354|SAMN05216182_0228	WP_015909040.1	100	360	0	0	1	360	1	360	0	729	360	360
fig|31899.10.peg.355|SAMN05216182_0229	WP_015909041.1	100	170	0	0	1	170	1	170	2.40E-121	340	170	170
fig|31899.10.peg.356|SAMN05216182_0230	WP_015909042.1	100	285	0	0	1	285	1	285	0	548	285	285
fig|31899.10.peg.357|SAMN05216182_0231	WP_015909043.1	100	262	0	0	1	262	1	262	0	529	262	262
fig|31899.10.peg.358|SAMN05216182_0232	WP_015909044.1	100	381	0	0	1	381	1	381	0	759	381	381
fig|31899.10.peg.359|SAMN05216182_0233	WP_015909045.1	100	547	0	0	1	547	1	547	0	1130	547	547
fig|31899.10.peg.360|SAMN05216182_0234	WP_015909046.1	100	280	0	0	1	280	1	280	0	565	280	280
fig|31899.10.peg.361|SAMN05216182_0235	WP_015909047.1	100	238	0	0	1	238	1	238	1.06E-171	473	238	238
fig|31899.10.peg.362|SAMN05216182_0236	WP_015909048.1	100	628	0	0	1	628	1	628	0	1286	628	628
fig|31899.10.peg.363|SAMN05216182_0237	WP_015909049.1	100	455	0	0	1	455	1	455	0	900	455	455
fig|31899.10.peg.364|SAMN05216182_0238	WP_013431441.1	100	208	0	0	1	208	1	208	7.23E-150	416	208	208
fig|31899.10.peg.365|SAMN05216182_0239	WP_015909050.1	100	341	0	0	1	341	1	341	0	694	341	341
fig|31899.10.peg.366|SAMN05216182_0240	WP_015909051.1	100	75	0	0	1	75	1	75	1.35E-50	153	75	75
fig|31899.10.peg.367|SAMN05216182_0241	WP_015909052.1	100	119	0	0	1	119	1	119	7.09E-81	233	119	119
fig|31899.10.peg.368|SAMN05216182_0242	WP_013291559.1	100	44	0	0	1	44	1	44	6.73E-24	82.8	44	44
fig|31899.10.peg.369|SAMN05216182_0243	WP_015906731.1	100	479	0	0	1	479	1	479	0	940	479	479
fig|31899.10.peg.370|SAMN05216182_0244	WP_015909053.1	100	490	0	0	1	490	1	490	0	994	490	490
fig|31899.10.peg.371|SAMN05216182_0245	WP_015909054.1	100	368	0	0	1	368	1	368	0	731	368	368
fig|31899.10.peg.372|SAMN05216182_0246	WP_015909055.1	100	374	0	0	1	374	1	374	0	757	374	374
fig|31899.10.peg.373|SAMN05216182_0247	WP_013431448.1	100	72	0	0	1	72	1	72	1.14E-45	140	72	72
fig|31899.10.peg.374|SAMN05216182_0248	WP_012660677.1	100	454	0	0	1	454	1	454	0	930	454	454
fig|31899.10.peg.376|SAMN05216182_0250	WP_012660679.1	100	368	0	0	1	368	1	368	0	733	368	368
fig|31899.10.peg.377|SAMN05216182_0251	WP_012660680.1	100	353	0	0	1	353	1	353	0	708	353	353
fig|31899.10.peg.378|SAMN05216182_0252	WP_012660681.1	100	94	0	0	1	94	1	94	7.54E-64	188	94	94
fig|31899.10.peg.382|SAMN05216182_0256	WP_012660684.1	100	809	0	0	1	809	1	809	0	1640	809	809
fig|31899.10.peg.384|SAMN05216182_0257	WP_012660685.1	100	636	0	0	1	636	1	636	0	1285	636	636
fig|31899.10.peg.388|SAMN05216182_0260	WP_012660688.1	100	3027	0	0	1	3027	1	3027	0	6060	3027	3027
fig|31899.10.peg.389|SAMN05216182_0261	WP_012660689.1	100	415	0	0	1	415	1	415	0	808	415	415
fig|31899.10.peg.390|SAMN05216182_0262	WP_012660690.1	100	260	0	0	1	260	1	260	0	514	260	260
fig|31899.10.peg.391|SAMN05216182_0263	WP_012660691.1	100	63	0	0	1	63	1	63	2.41E-39	123	63	63
fig|31899.10.peg.392|SAMN05216182_0264	WP_012660692.1	100	436	0	0	1	436	1	436	0	852	436	436
fig|31899.10.peg.393|SAMN05216182_0265	WP_012660693.1	100	257	0	0	1	257	1	257	0	514	257	257
fig|31899.10.peg.396|SAMN05216182_0268	WP_012660694.1	100	704	0	0	1	704	1	704	0	1385	704	704
fig|31899.10.peg.397|SAMN05216182_0269	WP_012660695.1	100	147	0	0	1	147	1	147	3.34E-101	287	147	147
fig|31899.10.peg.400|SAMN05216182_0272	WP_012660696.1	100	819	0	0	1	819	1	819	0	1665	819	819
fig|31899.10.peg.401|SAMN05216182_0273	WP_012660697.1	100	220	0	0	1	220	1	220	3.45E-164	453	220	220
fig|31899.10.peg.403|SAMN05216182_0274	WP_012660698.1	100	193	0	0	1	193	1	193	7.75E-141	391	193	193
fig|31899.10.peg.405|SAMN05216182_0276	WP_012660699.1	100	79	0	0	1	79	1	79	4.94E-52	157	79	79
fig|31899.10.peg.406|SAMN05216182_0277	WP_012660700.1	100	144	0	0	1	144	1	144	8.36E-100	283	144	144
fig|31899.10.peg.408|SAMN05216182_0279	WP_012660701.1	100	198	0	0	1	198	1	198	1.55E-142	396	198	198
fig|31899.10.peg.409|SAMN05216182_0280	WP_012660702.1	100	431	0	0	1	431	1	431	0	855	431	431
fig|31899.10.peg.411|SAMN05216182_0282	WP_012660703.1	100	451	0	0	1	451	1	451	0	923	451	451
fig|31899.10.peg.412|SAMN05216182_0283	WP_012660704.1	100	507	0	0	1	507	1	507	0	1029	507	507
fig|31899.10.peg.413|SAMN05216182_0284	WP_012660705.1	100	189	0	0	1	189	1	189	6.63E-138	384	189	189
fig|31899.10.peg.414|SAMN05216182_0285	WP_012660706.1	100	286	0	0	1	286	1	286	0	565	286	286
fig|31899.10.peg.415|SAMN05216182_0286	WP_012660707.1	100	1112	0	0	1	1112	1	1112	0	2259	1112	1112
fig|31899.10.peg.416|SAMN05216182_0287	WP_012660708.1	100	191	0	0	1	191	1	191	6.93E-142	394	191	191
fig|31899.10.peg.417|SAMN05216182_0288	WP_012660709.1	100	210	0	0	1	210	1	210	1.50E-147	410	210	210
fig|31899.10.peg.418|SAMN05216182_0289	WP_012660710.1	100	794	0	0	1	794	1	794	0	1600	794	794
fig|31899.10.peg.419|SAMN05216182_0290	WP_012660711.1	100	310	0	0	1	310	1	310	0	624	310	310
fig|31899.10.peg.421|SAMN05216182_0292	WP_012660713.1	100	484	0	0	1	484	1	484	0	975	484	484
fig|31899.10.peg.422|SAMN05216182_0293	WP_012660714.1	100	325	0	0	1	325	1	325	0	660	325	325
fig|31899.10.peg.423|SAMN05216182_0294	WP_012660715.1	100	288	0	0	1	288	1	288	0	584	288	288
fig|31899.10.peg.424|SAMN05216182_0295	WP_012660716.1	100	606	0	0	1	606	1	606	0	1219	606	606
fig|31899.10.peg.425|SAMN05216182_0296	WP_012660717.1	100	902	0	0	1	902	1	902	0	1817	902	902
fig|31899.10.peg.426|SAMN05216182_0297	WP_012660718.1	100	426	0	0	1	426	1	426	0	863	426	426
fig|31899.10.peg.427|SAMN05216182_0298	WP_012660719.1	100	580	0	0	1	580	1	580	0	1175	580	580
fig|31899.10.peg.428|SAMN05216182_0299	WP_012660720.1	100	598	0	0	1	598	1	598	0	1215	598	598
fig|31899.10.peg.429|SAMN05216182_0302	WP_012660721.1	100	191	0	0	1	191	1	191	1.80E-130	365	191	191
fig|31899.10.peg.430|SAMN05216182_0303	WP_012660722.1	100	210	0	0	1	210	1	210	5.14E-150	416	210	210
fig|31899.10.peg.431|SAMN05216182_0304	WP_012660723.1	100	735	0	0	1	735	1	735	0	1469	735	735
fig|31899.10.peg.432|SAMN05216182_0305	WP_012660724.1	100	263	0	0	1	263	1	263	0	512	263	263
fig|31899.10.peg.433|SAMN05216182_0306	WP_012660725.1	100	244	0	0	1	244	1	244	6.91E-180	494	244	244
fig|31899.10.peg.434|SAMN05216182_0307	WP_012660726.1	100	243	0	0	1	243	1	243	0	497	243	243
fig|31899.10.peg.435|SAMN05216182_0308	WP_012660727.1	100	153	0	0	1	153	1	153	2.95E-113	318	153	153
fig|31899.10.peg.436|SAMN05216182_0309	WP_012660728.1	100	318	0	0	1	318	1	318	0	652	318	318
fig|31899.10.peg.438|SAMN05216182_0311	WP_012660730.1	100	413	0	0	1	413	1	413	0	837	413	413
fig|31899.10.peg.439|SAMN05216182_0312	WP_012660731.1	100	335	0	0	1	335	1	335	0	672	335	335
fig|31899.10.peg.440|SAMN05216182_0313	WP_012660732.1	100	281	0	0	1	281	1	281	0	582	281	281
