# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	pseudogene	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	11344	11472	+						31774147	ATHE_RS14150	129		partial;pseudo
CDS	without_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	11344	11472	+				hypothetical protein		31774147	ATHE_RS14150	129		partial;pseudo
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	11445	11690	+						31774148	ATHE_RS14155	246		
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	11445	11690	+	WP_079504046.1	WP_079504046.1		hypothetical protein		31774148	ATHE_RS14155	246	81	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	11875	11934	+						31774149	ATHE_RS14160	60		
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	11875	11934	+	WP_079504047.1	WP_079504047.1		hypothetical protein		31774149	ATHE_RS14160	60	19	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	12644	21727	+						31771387	ATHE_RS00045	9084		old_locus_tag=Athe_0012
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	12644	21727	+	WP_012660688.1	WP_012660688.1		VWA domain-containing protein		31771387	ATHE_RS00045	9084	3027	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	21838	23085	+						31771388	ATHE_RS00050	1248		old_locus_tag=Athe_0013
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	21838	23085	+	WP_012660689.1	WP_012660689.1		hypothetical protein		31771388	ATHE_RS00050	1248	415	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	23094	23876	+						31771389	ATHE_RS00055	783		old_locus_tag=Athe_0014
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	23094	23876	+	WP_012660690.1	WP_012660690.1		hypothetical protein		31771389	ATHE_RS00055	783	260	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	23999	24190	+						31771390	ATHE_RS00060	192		old_locus_tag=Athe_0015
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	23999	24190	+	WP_012660691.1	WP_012660691.1		hypothetical protein		31771390	ATHE_RS00060	192	63	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	24318	25628	+						31771391	ATHE_RS00065	1311		old_locus_tag=Athe_0016
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	24318	25628	+	WP_012660692.1	WP_012660692.1		hypothetical protein		31771391	ATHE_RS00065	1311	436	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	25632	26405	+						31771392	ATHE_RS00070	774		old_locus_tag=Athe_0017
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	25632	26405	+	WP_012660693.1	WP_012660693.1		hypothetical protein		31771392	ATHE_RS00070	774	257	
gene	pseudogene	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	26565	27692	-						31771393	ATHE_RS00075	1128		partial;pseudo
CDS	without_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	26565	27692	-				IS256 family transposase		31771393	ATHE_RS00075	1128		partial;pseudo
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	27777	29891	+						31771394	ATHE_RS00080	2115		old_locus_tag=Athe_0019
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	27777	29891	+	WP_012660694.1	WP_012660694.1		hypothetical protein		31771394	ATHE_RS00080	2115	704	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	29915	30358	+						31771395	ATHE_RS00085	444		old_locus_tag=Athe_0020
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	29915	30358	+	WP_012660695.1	WP_012660695.1		hypothetical protein		31771395	ATHE_RS00085	444	147	
gene	pseudogene	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	30738	31411	-						31771396	ATHE_RS00090	674		partial;pseudo
CDS	without_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	30738	31411	-				IS256 family transposase		31771396	ATHE_RS00090	674		partial;pseudo
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	31520	33979	-					lexA	31771397	ATHE_RS00095	2460		old_locus_tag=Athe_0022
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	31520	33979	-	WP_012660696.1	WP_012660696.1		repressor LexA	lexA	31771397	ATHE_RS00095	2460	819	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	34236	34898	+						31771398	ATHE_RS00100	663		old_locus_tag=Athe_0023
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	34236	34898	+	WP_012660697.1	WP_012660697.1		peroxiredoxin		31771398	ATHE_RS00100	663	220	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	35140	35721	+						31771399	ATHE_RS00105	582		old_locus_tag=Athe_0024
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	35140	35721	+	WP_012660698.1	WP_012660698.1		Uma2 family endonuclease		31771399	ATHE_RS00105	582	193	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	36028	36267	+						31771400	ATHE_RS00110	240		old_locus_tag=Athe_0025
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	36028	36267	+	WP_012660699.1	WP_012660699.1		type II toxin-antitoxin system prevent-host-death family antitoxin		31771400	ATHE_RS00110	240	79	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	36251	36685	+						31771401	ATHE_RS00115	435		old_locus_tag=Athe_0026
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	36251	36685	+	WP_012660700.1	WP_012660700.1		PIN domain-containing protein		31771401	ATHE_RS00115	435	144	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	36857	37453	-						31771402	ATHE_RS00120	597		old_locus_tag=Athe_0028
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	36857	37453	-	WP_012660701.1	WP_012660701.1		hypothetical protein		31771402	ATHE_RS00120	597	198	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	37443	38738	-						31774131	ATHE_RS14050	1296		old_locus_tag=Athe_0029
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	37443	38738	-	WP_012660702.1	WP_012660702.1		ABC transporter ATP-binding protein		31774131	ATHE_RS14050	1296	431	
gene	pseudogene	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	38839	39129	-						31771403	ATHE_RS00130	291		partial;pseudo
CDS	without_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	38839	39129	-				SAM-dependent methyltransferase		31771403	ATHE_RS00130	291		partial;pseudo
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	39166	40521	+						31771404	ATHE_RS00135	1356		old_locus_tag=Athe_0031
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	39166	40521	+	WP_012660703.1	WP_012660703.1		TrpB-like pyridoxal phosphate-dependent enzyme		31771404	ATHE_RS00135	1356	451	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	40550	42073	-						31771405	ATHE_RS00140	1524		old_locus_tag=Athe_0032
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	40550	42073	-	WP_012660704.1	WP_012660704.1		membrane protein		31771405	ATHE_RS00140	1524	507	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	42317	42886	+						31771406	ATHE_RS00145	570		old_locus_tag=Athe_0033
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	42317	42886	+	WP_012660705.1	WP_012660705.1		LemA family protein		31771406	ATHE_RS00145	570	189	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	42904	43764	+						31771407	ATHE_RS00150	861		old_locus_tag=Athe_0034
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	42904	43764	+	WP_012660706.1	WP_012660706.1		hypothetical protein		31771407	ATHE_RS00150	861	286	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	43894	47232	+						31771408	ATHE_RS00155	3339		old_locus_tag=Athe_0035
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	43894	47232	+	WP_012660707.1	WP_012660707.1		serine/threonine protein kinase		31771408	ATHE_RS00155	3339	1112	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	47258	47833	+						31771409	ATHE_RS00160	576		old_locus_tag=Athe_0036
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	47258	47833	+	WP_012660708.1	WP_012660708.1		Uma2 family endonuclease		31771409	ATHE_RS00160	576	191	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	47900	48532	-					thiT	31771410	ATHE_RS00165	633		old_locus_tag=Athe_0037
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	47900	48532	-	WP_012660709.1	WP_012660709.1		energy-coupled thiamine transporter ThiT	thiT	31771410	ATHE_RS00165	633	210	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	48830	51214	+						31771411	ATHE_RS00170	2385		old_locus_tag=Athe_0038
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	48830	51214	+	WP_012660710.1	WP_012660710.1		hypothetical protein		31771411	ATHE_RS00170	2385	794	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	51216	52148	+						31771412	ATHE_RS00175	933		old_locus_tag=Athe_0039
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	51216	52148	+	WP_012660711.1	WP_012660711.1		ABC transporter ATP-binding protein		31771412	ATHE_RS00175	933	310	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	52186	53079	+						31771413	ATHE_RS00180	894		old_locus_tag=Athe_0040
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	52186	53079	+	WP_041727276.1	WP_041727276.1		ABC transporter		31771413	ATHE_RS00180	894	297	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	53096	54550	+						31771414	ATHE_RS00185	1455		old_locus_tag=Athe_0041
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	53096	54550	+	WP_012660713.1	WP_012660713.1		hypothetical protein		31771414	ATHE_RS00185	1455	484	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	54558	55535	+						31771415	ATHE_RS00190	978		old_locus_tag=Athe_0042
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	54558	55535	+	WP_012660714.1	WP_012660714.1		MoxR family ATPase		31771415	ATHE_RS00190	978	325	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	55565	56431	+						31771416	ATHE_RS00195	867		old_locus_tag=Athe_0043
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	55565	56431	+	WP_012660715.1	WP_012660715.1		DUF58 domain-containing protein		31771416	ATHE_RS00195	867	288	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	56428	58248	+						31771417	ATHE_RS00200	1821		old_locus_tag=Athe_0044
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	56428	58248	+	WP_012660716.1	WP_012660716.1		VWA domain-containing protein		31771417	ATHE_RS00200	1821	606	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	58232	60940	+						31771418	ATHE_RS00205	2709		old_locus_tag=Athe_0045
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	58232	60940	+	WP_012660717.1	WP_012660717.1		VWA domain-containing protein		31771418	ATHE_RS00205	2709	902	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	61046	62326	+						31771419	ATHE_RS00210	1281		old_locus_tag=Athe_0046
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	61046	62326	+	WP_012660718.1	WP_012660718.1		adenylosuccinate synthetase		31771419	ATHE_RS00210	1281	426	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	62491	64233	+						31771420	ATHE_RS00215	1743		old_locus_tag=Athe_0047
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	62491	64233	+	WP_012660719.1	WP_012660719.1		ABC transporter ATP-binding protein		31771420	ATHE_RS00215	1743	580	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	64264	66060	+						31771421	ATHE_RS00220	1797		old_locus_tag=Athe_0048
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	64264	66060	+	WP_012660720.1	WP_012660720.1		ABC transporter ATP-binding protein		31771421	ATHE_RS00220	1797	598	
gene	tRNA	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	66152	66227	+						31771422	ATHE_RS00225	76		old_locus_tag=Athe_R0001
tRNA		GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	66152	66227	+				tRNA-Lys		31771422	ATHE_RS00225	76		anticodon=TTT
gene	tRNA	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	66250	66324	+						31771423	ATHE_RS00230	75		old_locus_tag=Athe_R0002
tRNA		GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	66250	66324	+				tRNA-Glu		31771423	ATHE_RS00230	75		anticodon=TTC
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	66504	67079	-						31771424	ATHE_RS00235	576		old_locus_tag=Athe_0049
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	66504	67079	-	WP_012660721.1	WP_012660721.1		stage II sporulation protein M		31771424	ATHE_RS00235	576	191	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	67252	67884	+						31771425	ATHE_RS00240	633		old_locus_tag=Athe_0050
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	67252	67884	+	WP_012660722.1	WP_012660722.1		MBL fold metallo-hydrolase		31771425	ATHE_RS00240	633	210	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	67900	70107	+						31771426	ATHE_RS00245	2208		old_locus_tag=Athe_0051
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	67900	70107	+	WP_012660723.1	WP_012660723.1		polymerase		31771426	ATHE_RS00245	2208	735	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	70140	70931	+						31771427	ATHE_RS00250	792		old_locus_tag=Athe_0052
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	70140	70931	+	WP_012660724.1	WP_012660724.1		ABC transporter permease		31771427	ATHE_RS00250	792	263	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	70962	71696	+						31771428	ATHE_RS00255	735		old_locus_tag=Athe_0053
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	70962	71696	+	WP_012660725.1	WP_012660725.1		teichoic acid ABC transporter ATP-binding protein		31771428	ATHE_RS00255	735	244	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	71741	72472	+						31771429	ATHE_RS00260	732		old_locus_tag=Athe_0054
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	71741	72472	+	WP_012660726.1	WP_012660726.1		spore coat protein		31771429	ATHE_RS00260	732	243	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	72495	72956	+						31771430	ATHE_RS00265	462		old_locus_tag=Athe_0055
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	72495	72956	+	WP_012660727.1	WP_012660727.1		spore coat protein		31771430	ATHE_RS00265	462	153	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	72972	73928	+					rfbB	31771431	ATHE_RS00270	957		old_locus_tag=Athe_0056
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	72972	73928	+	WP_012660728.1	WP_012660728.1		dTDP-glucose 4,6-dehydratase	rfbB	31771431	ATHE_RS00270	957	318	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	73906	76104	+						31774132	ATHE_RS14055	2199		old_locus_tag=Athe_0057
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	73906	76104	+	WP_079503990.1	WP_079503990.1		FkbM family methyltransferase		31774132	ATHE_RS14055	2199	732	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	76104	77345	+						31771432	ATHE_RS00280	1242		old_locus_tag=Athe_0058
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	76104	77345	+	WP_012660730.1	WP_012660730.1		group 1 glycosyl transferase		31771432	ATHE_RS00280	1242	413	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	77375	78382	+						31771433	ATHE_RS00285	1008		old_locus_tag=Athe_0059
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	77375	78382	+	WP_012660731.1	WP_012660731.1		glycosyltransferase family 2 protein		31771433	ATHE_RS00285	1008	335	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	78379	79224	+					rfbD	31771434	ATHE_RS00290	846		old_locus_tag=Athe_0060
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	78379	79224	+	WP_012660732.1	WP_012660732.1		dTDP-4-dehydrorhamnose reductase	rfbD	31771434	ATHE_RS00290	846	281	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	79225	80121	+						31771435	ATHE_RS00295	897		old_locus_tag=Athe_0061
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	79225	80121	+	WP_012660733.1	WP_012660733.1		glycosyltransferase family 2 protein		31771435	ATHE_RS00295	897	298	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	80109	81482	+						31771436	ATHE_RS00300	1374		old_locus_tag=Athe_0062
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	80109	81482	+	WP_012660734.1	WP_012660734.1		undecaprenyl-phosphate glucose phosphotransferase		31771436	ATHE_RS00300	1374	457	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	81565	82104	+						31771437	ATHE_RS00305	540		old_locus_tag=Athe_0063
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	81565	82104	+	WP_015906706.1	WP_015906706.1		hypothetical protein		31771437	ATHE_RS00305	540	179	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	82173	82718	-						31771438	ATHE_RS00310	546		old_locus_tag=Athe_0064
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	82173	82718	-	WP_015906707.1	WP_015906707.1		Appr-1-p processing protein		31771438	ATHE_RS00310	546	181	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	82738	83118	-						31771439	ATHE_RS00315	381		old_locus_tag=Athe_0065
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	82738	83118	-	WP_041726932.1	WP_041726932.1		hypothetical protein		31771439	ATHE_RS00315	381	126	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	83241	83534	-						31771440	ATHE_RS00320	294		
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	83241	83534	-	WP_041726934.1	WP_041726934.1		hypothetical protein		31771440	ATHE_RS00320	294	97	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	84053	84691	+						31771441	ATHE_RS00325	639		
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	84053	84691	+	WP_015906709.1	WP_015906709.1		hypothetical protein		31771441	ATHE_RS00325	639	212	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	84805	85776	+						31771442	ATHE_RS00330	972		old_locus_tag=Athe_0067
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	84805	85776	+	WP_015906710.1	WP_015906710.1		hypothetical protein		31771442	ATHE_RS00330	972	323	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	85816	86733	+						31771443	ATHE_RS00335	918		old_locus_tag=Athe_0068
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	85816	86733	+	WP_015906711.1	WP_015906711.1		CPBP family intramembrane metalloprotease domain-containing protein		31771443	ATHE_RS00335	918	305	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	86795	87088	+						31771444	ATHE_RS00340	294		old_locus_tag=Athe_0069
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	86795	87088	+	WP_015906712.1	WP_015906712.1		hypothetical protein		31771444	ATHE_RS00340	294	97	
gene	pseudogene	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	87295	88243	+						31771445	ATHE_RS00345	949		pseudo
CDS	without_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	87295	88243	+				ISNCY family transposase		31771445	ATHE_RS00345	949		pseudo
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	88319	88594	+						31771446	ATHE_RS00350	276		
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	88319	88594	+	WP_088217564.1	WP_088217564.1		hypothetical protein		31771446	ATHE_RS00350	276	91	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	89034	89615	+						31771447	ATHE_RS00355	582		old_locus_tag=Athe_0072
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	89034	89615	+	WP_015906714.1	WP_015906714.1		hypothetical protein		31771447	ATHE_RS00355	582	193	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	89733	90716	+						31771448	ATHE_RS00360	984		old_locus_tag=Athe_0073
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	89733	90716	+	WP_015906715.1	WP_015906715.1		hypothetical protein		31771448	ATHE_RS00360	984	327	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	90788	91738	+						31771449	ATHE_RS00365	951		old_locus_tag=Athe_0074
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	90788	91738	+	WP_015906716.1	WP_015906716.1		CPBP family intramembrane metalloprotease domain-containing protein		31771449	ATHE_RS00365	951	316	
gene	pseudogene	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	91823	92397	+						31771450	ATHE_RS00370	575		pseudo
CDS	without_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	91823	92397	+				IS607 family transposase		31771450	ATHE_RS00370	575		pseudo
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	92363	93901	+						31771451	ATHE_RS00375	1539		old_locus_tag=Athe_0076
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	92363	93901	+	WP_015906717.1	WP_015906717.1		transposase		31771451	ATHE_RS00375	1539	512	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	93973	99105	+						31771452	ATHE_RS00380	5133		old_locus_tag=Athe_0077
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	93973	99105	+	WP_015906718.1	WP_015906718.1		S-layer protein		31771452	ATHE_RS00380	5133	1710	
gene	protein_coding	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	99273	100898	+						31771453	ATHE_RS00385	1626		old_locus_tag=Athe_0078
CDS	with_protein	GCF_000022325.1	Primary Assembly	chromosome		NC_012034.1	99273	100898	+	WP_015906719.1	WP_015906719.1		CTP synthase		31771453	ATHE_RS00385	1626	541	
